,Player,Squad,Salary.2021,Salary 2022,Salary 2023,Salary 2024,Salary 2025,Salary 2026,Salary 2027,Salary 2028,Salary 2029,Salary 2030,Salary 2031
2095,g.namuganza,Plane Janes,29660000,30830000,31040000,30750000,30850000,31480000,29660000,29660000,29660000,29660000,29660000
2096,t.mendes,Plane Janes,26150000,27400000,26890000,27370000,27300000,27160000,27290000,27040000,27400000,27310000,2.7e+07
2097,j.munguambe,Plane Janes,29120000,30480000,30410000,30060000,30210000,30140000,30200000,30470000,30190000,30290000,30910000
2098,g.mlakar,Plane Janes,25370000,26230000,26480000,26350000,26480000,26230000,26580000,26500000,26190000,26320000,26260000
2099,v.salim,Polar Kangaroos,11040000,11520000,11570000,11530000,11400000,11450000,11430000,11450000,11550000,11450000,11480000
2100,v.akoli,Polar Kangaroos,17130000,17760000,17790000,17880000,17710000,17950000,17890000,17690000,17770000,17730000,17760000
2101,v.quay,Polar Kangaroos,17050000,17730000,17840000,17680000,17740000,18100000,17050000,17050000,17050000,17050000,17050000
2102,l.wambi,Polar Kangaroos,17720000,18320000,18220000,18550000,18500000,18400000,18490000,18320000,18570000,18510000,18290000
2103,n.muzenda,Polar Kangaroos,11260000,11580000,11800000,11760000,11620000,11680000,11650000,11680000,11780000,11670000,11710000
2104,q.roy,Polar Kangaroos,13070000,13560000,13680000,13640000,13570000,13640000,13510000,13690000,13650000,13490000,13560000
2105,h.nakagolo,Polar Kangaroos,14860000,15410000,15380000,15410000,15550000,15410000,15460000,15770000,14860000,14860000,14860000
2106,i.stoica,Polar Kangaroos,30780000,31920000,32020000,32670000,30780000,30780000,30780000,30780000,30780000,30780000,30780000
2107,x.mubiru,Polar Kangaroos,26730000,27900000,27970000,27710000,27810000,28370000,26730000,26730000,26730000,26730000,26730000
2108,u.iskandar,Polar Kangaroos,21420000,22150000,22150000,22440000,22370000,22110000,22220000,22170000,22210000,22410000,22210000
2109,b.abubakar,Polar Kangaroos,33840000,35340000,35460000,35340000,34940000,35110000,35020000,35090000,35410000,35080000,35200000
2110,s.nuwagira,Polar Kangaroos,13220000,13810000,13650000,13720000,13680000,13710000,13830000,13710000,13750000,14030000,13220000
2111,m.kusiima,Polar Kangaroos,2.1e+07,21730000,21680000,21790000,21730000,21780000,21970000,21770000,21840000,22290000,2.1e+07
2112,o.ueno,Polar Kangaroos,24350000,25180000,25250000,25480000,25240000,25330000,25840000,24350000,24350000,24350000,24350000
2113,g.namakula,Polar Kangaroos,18630000,19460000,19520000,19460000,19230000,19330000,19280000,19320000,19490000,19310000,19380000
2114,b.reyes,Polar Kangaroos,20240000,21120000,20900000,2.1e+07,20950000,20990000,21180000,20980000,21050000,21480000,20240000
2115,t.robert,Polar Kangaroos,14790000,15310000,15290000,15500000,15450000,15270000,15340000,15310000,15340000,15480000,15330000
2116,r.kiberu,Polar Kangaroos,27850000,29180000,28880000,29140000,28870000,28970000,29560000,27850000,27850000,27850000,27850000
2117,g.syu,Punctual Leopards,18160000,18950000,18970000,18750000,18840000,18790000,18830000,1.9e+07,18830000,18890000,19270000
2118,t.lam,Punctual Leopards,8420000,8690000,8710000,8820000,8790000,8690000,8740000,8710000,8730000,8810000,8730000
2119,p.nabbanja,Punctual Leopards,10070000,10470000,10450000,10420000,10440000,10540000,10440000,10480000,10690000,10070000,10070000
2120,c.kavuma,Punctual Leopards,17900000,18410000,18410000,18740000,18690000,18590000,18680000,18510000,18750000,18700000,18480000
2121,e.wang,Punctual Leopards,17210000,17890000,18010000,17970000,17870000,17960000,17790000,18030000,17980000,17770000,17860000
2122,i.eriksen,Punctual Leopards,11430000,11870000,11750000,11960000,11930000,11870000,11930000,11820000,11980000,11940000,11800000
2123,l.arai,Punctual Leopards,19010000,19860000,19840000,19650000,19920000,19860000,19630000,19720000,19670000,19710000,19890000
2124,p.alobo,Punctual Leopards,17430000,18080000,17990000,18080000,18040000,18080000,18240000,18070000,18130000,18500000,17430000
2125,t.lawino,Punctual Leopards,19270000,19890000,19940000,19980000,20160000,19980000,20050000,20450000,19270000,19270000,19270000
2126,e.kalungi,Punctual Leopards,7480000,7760000,7760000,7740000,7760000,7830000,7750000,7780000,7940000,7480000,7480000
2127,l.maleki,Punctual Leopards,20110000,21040000,20810000,20850000,21040000,20850000,20920000,21340000,20110000,20110000,20110000
2128,p.aydn,Punctual Leopards,28190000,29420000,29220000,29320000,29920000,28190000,28190000,28190000,28190000,28190000,28190000
2129,s.ibraimo,Punctual Leopards,21500000,22290000,22230000,22530000,22460000,22200000,22310000,22250000,22300000,22500000,22290000
2130,l.nahwera,Punctual Leopards,26230000,27240000,27440000,27270000,26970000,27450000,27380000,27240000,27370000,27120000,27480000
2131,i.alghamdi,Punctual Leopards,21360000,22190000,22290000,22080000,22380000,22310000,22050000,22160000,22110000,22150000,22350000
2132,l.antwi,Punctual Leopards,6370000,6590000,6650000,6590000,6670000,6650000,6580000,6610000,6590000,6610000,6670000
2133,z.fabre,Punctual Leopards,24720000,25560000,25900000,25820000,25520000,25650000,25580000,25640000,25870000,25630000,25710000
2134,i.ademovi,Punctual Leopards,22590000,23320000,23670000,23590000,23320000,23440000,23380000,23430000,23640000,23420000,23500000
2135,w.amankwah,Punctual Leopards,37140000,38870000,38530000,38440000,38520000,38860000,38500000,38630000,39420000,37140000,37140000
2136,d.abiria,Punctual Leopards,14630000,15310000,15270000,15200000,15270000,15130000,15330000,15280000,15100000,15180000,15140000
2137,i.muhammed,Punctual Leopards,18630000,19520000,19450000,19350000,19440000,19260000,19520000,19460000,19230000,19330000,19280000
2138,k.roger,Punctual Leopards,33690000,35460000,35190000,34780000,34950000,34870000,34940000,35250000,34930000,35050000,35760000
2139,r.adeke,Punctual Leopards,5650000,5810000,5860000,5910000,5870000,5810000,5910000,5900000,5870000,5900000,5840000
2140,r.rahim,Punctual Leopards,12090000,12650000,12650000,12620000,12560000,12620000,12500000,12670000,12630000,12480000,12540000
2141,q.namusobya,Punctual Leopards,15850000,16480000,16480000,16300000,16590000,16550000,16460000,16540000,16390000,16610000,16550000
2142,l.tusiime,Punctual Leopards,6560000,6750000,6750000,6870000,6850000,6810000,6850000,6780000,6870000,6850000,6770000
2143,a.kawala,Punctual Leopards,25770000,26770000,26970000,26900000,26770000,26890000,26640000,2.7e+07,26920000,26610000,26740000
2144,h.ziegler,Punctual Leopards,12160000,12610000,12690000,12570000,12740000,12700000,12550000,12620000,12590000,12610000,12720000
2145,u.woo,Punctual Leopards,27840000,28780000,28960000,29550000,27840000,27840000,27840000,27840000,27840000,27840000,27840000
2146,g.tugume,Rabid Greyhounds,19500000,20220000,20430000,20370000,20130000,20230000,20180000,20220000,20400000,20220000,20280000
2147,l.olsson,Rabid Greyhounds,11110000,11590000,11560000,11790000,11110000,11110000,11110000,11110000,11110000,11110000,11110000
2148,m.nurhayati,Rabid Greyhounds,17190000,17830000,17770000,18010000,17950000,17750000,17830000,17790000,17830000,17990000,17820000
2149,m.stein,Rabid Greyhounds,17720000,18380000,18540000,18370000,18430000,18810000,17720000,17720000,17720000,17720000,17720000
2150,r.cossa,Rabid Greyhounds,17880000,18730000,18510000,18540000,18710000,18540000,18600000,18980000,17880000,17880000,17880000
2151,s.sala,Rabid Greyhounds,12050000,12590000,12590000,12440000,12500000,12470000,12500000,12610000,12490000,12530000,12790000
2152,f.vanleeuwen,Rabid Greyhounds,1.6e+07,16710000,16520000,16600000,16560000,16590000,16740000,16590000,16640000,16980000,1.6e+07
2153,r.rossi,Rabid Greyhounds,10680000,11100000,11030000,11080000,11050000,11080000,11180000,11070000,11110000,11340000,10680000
2154,a.fatimah,Rabid Greyhounds,16510000,17070000,16980000,17280000,17230000,17150000,17230000,17070000,17300000,17240000,17040000
2155,q.vuji,Rabid Greyhounds,10870000,11250000,11390000,11350000,11220000,11280000,11250000,11270000,11370000,11270000,11310000
2156,n.sadeghi,Rabid Greyhounds,10440000,10900000,10830000,10920000,10820000,10860000,11080000,10440000,10440000,10440000,10440000
2157,e.blazevi,Rabid Greyhounds,22910000,23770000,23690000,2.4e+07,23930000,23650000,23770000,23710000,23760000,23970000,23750000
2158,q.nyangoma,Rabid Greyhounds,23590000,24640000,24410000,24460000,24680000,24460000,24540000,25040000,23590000,23590000,23590000
2159,p.kayesu,Rabid Greyhounds,28020000,28970000,28930000,29070000,2.9e+07,29060000,29320000,29050000,29150000,29740000,28020000
2160,r.flores,Rabid Greyhounds,12900000,13320000,13520000,13470000,13320000,13380000,13350000,13380000,13500000,13370000,13420000
2161,w.kong,Rabid Greyhounds,17270000,17830000,17920000,17870000,17910000,18070000,17900000,17960000,18330000,17270000,17270000
2162,x.hosseinzadeh,Rabid Greyhounds,17880000,18510000,18550000,18510000,18540000,18710000,18540000,18600000,18980000,17880000,17880000
2163,d.naluyima,Rabid Greyhounds,14590000,15290000,15130000,15270000,15130000,15180000,15490000,14590000,14590000,14590000,14590000
2164,c.nakalyango,Rabid Greyhounds,24160000,2.5e+07,25230000,24940000,25070000,2.5e+07,25050000,25280000,25050000,25130000,25640000
2165,f.buyinza,Rabid Greyhounds,9570000,9940000,9920000,10010000,9920000,9950000,10160000,9570000,9570000,9570000,9570000
2166,k.haim,Rabid Greyhounds,22510000,23550000,23490000,23270000,23580000,23510000,23240000,23350000,23300000,23340000,23550000
2167,o.guzman,Rabid Greyhounds,6100000,6330000,6340000,6270000,6380000,6370000,6340000,6370000,6310000,6390000,6370000
2168,y.takacs,Rabid Greyhounds,15430000,15970000,16150000,1.6e+07,16050000,16380000,15430000,15430000,15430000,15430000,15430000
2169,c.devries,Rabid Greyhounds,22710000,23500000,23550000,23760000,23540000,23620000,24100000,22710000,22710000,22710000,22710000
2170,d.mwebesa,Rabid Greyhounds,23960000,24740000,24850000,25070000,24840000,24920000,25430000,23960000,23960000,23960000,23960000
2171,i.namata,Rabid Greyhounds,15620000,16200000,16210000,16170000,16200000,16340000,16190000,16250000,16580000,15620000,15620000
2172,d.akugizibwe,Rabid Greyhounds,22010000,22990000,23030000,22820000,22900000,23360000,22010000,22010000,22010000,22010000,22010000
2173,g.fauzi,Rabid Greyhounds,31290000,32500000,32300000,32460000,32380000,32450000,32740000,32440000,32550000,33210000,31290000
2174,l.lubega,Rabid Greyhounds,24740000,24740000,25820000,25580000,25920000,25840000,25540000,25670000,25600000,25660000,25890000
2175,u.oliveira,Rabid Greyhounds,2.1e+07,21710000,2.1e+07,2.1e+07,2.1e+07,2.1e+07,2.1e+07,2.1e+07,2.1e+07,2.1e+07,2.1e+07
2176,y.turyahabwe,Running Bigfoots,17940000,18520000,18800000,18740000,18520000,18610000,18570000,18600000,18770000,18600000,18660000
2177,i.niemi,Running Bigfoots,21970000,22950000,22790000,22740000,22780000,22990000,22780000,22850000,23320000,21970000,21970000
2178,j.abdel,Running Bigfoots,8370000,8660000,8640000,8680000,8660000,8680000,8760000,8680000,8710000,8880000,8370000
2179,c.kasangaki,Running Bigfoots,21370000,22230000,22160000,22360000,22150000,22230000,22680000,21370000,21370000,21370000,21370000
2180,c.navarro,Running Bigfoots,14910000,15430000,15830000,14910000,14910000,14910000,14910000,14910000,14910000,14910000,14910000
2181,q.pellegrino,Running Bigfoots,26230000,27080000,27200000,27450000,27190000,27290000,27840000,26230000,26230000,26230000,26230000
2182,x.nabukalu,Running Bigfoots,12010000,12530000,12460000,12430000,12450000,12570000,12450000,12490000,12750000,12010000,12010000
2183,a.bondarenko,Running Bigfoots,27220000,28270000,28140000,28520000,28430000,28100000,28240000,28170000,28230000,28480000,28220000
2184,o.wong,Running Bigfoots,30070000,31510000,31380000,31090000,31510000,31410000,31040000,31200000,31120000,31180000,31460000
2185,g.nadunga,Running Bigfoots,27500000,28590000,28720000,28390000,28530000,28460000,28520000,28770000,28510000,28610000,29190000
2186,e.mwesigye,Running Bigfoots,11140000,11670000,11460000,11660000,11630000,11570000,11630000,11520000,11670000,11640000,11500000
2187,p.binibrahim,Running Bigfoots,26110000,27250000,27270000,26960000,27090000,27020000,27080000,27320000,27070000,27160000,27710000
2188,z.nakiwala,Running Bigfoots,23920000,24960000,24730000,25060000,24980000,24700000,24820000,24760000,24810000,25030000,24800000
2189,f.among,Running Bigfoots,32670000,33880000,33780000,34230000,34120000,33730000,33890000,33810000,33880000,34180000,33870000
2190,g.agustina,Running Bigfoots,21900000,22720000,22920000,22700000,22780000,23240000,21900000,21900000,21900000,21900000,21900000
2191,n.mucunguzi,Running Bigfoots,17430000,18070000,18040000,18080000,18240000,18070000,18130000,18500000,17430000,17430000,17430000
2192,g.gentile,Running Bigfoots,18700000,19570000,19450000,19850000,18700000,18700000,18700000,18700000,18700000,18700000,18700000
2193,y.mukisa,Running Bigfoots,25650000,26870000,26590000,26680000,27220000,25650000,25650000,25650000,25650000,25650000,25650000
2194,v.handayani,Running Bigfoots,22830000,23570000,23840000,23570000,23690000,23630000,23680000,23890000,23670000,23750000,24230000
2195,i.carpentier,Running Bigfoots,22460000,23500000,23300000,23250000,23290000,23500000,23280000,23360000,23840000,22460000,22460000
2196,d.pfeiffer,Running Bigfoots,29480000,30480000,30560000,30670000,31290000,29480000,29480000,29480000,29480000,29480000,29480000
2197,f.ngulube,Running Bigfoots,21560000,22510000,22590000,22520000,22260000,22370000,22310000,22360000,22560000,22350000,22430000
2198,t.kabonesa,Running Bigfoots,25230000,26160000,26200000,26330000,26090000,26430000,26350000,26050000,26180000,26110000,26160000
2199,x.muzaki,Sassy Knights,10590000,11100000,11020000,11240000,10590000,10590000,10590000,10590000,10590000,10590000,10590000
2200,g.varma,Sassy Knights,19340000,19970000,20200000,19970000,20060000,20020000,20060000,20240000,20050000,20120000,20530000
2201,h.kowalski,Sassy Knights,9880000,10340000,10250000,10230000,10250000,10340000,10240000,10280000,10490000,9880000,9880000
2202,j.chan,Sassy Knights,17040000,17590000,17670000,17730000,18090000,17040000,17040000,17040000,17040000,17040000,17040000
2203,k.byakatonda,Sassy Knights,15140000,15740000,15710000,15670000,15700000,15840000,15700000,15750000,16070000,15140000,15140000
2204,l.wambi,Sassy Knights,14770000,15270000,15190000,15460000,15420000,15340000,15410000,15270000,15470000,15430000,15250000
2205,q.alonso,Sassy Knights,23340000,24380000,24450000,24380000,24100000,24210000,24160000,24200000,24420000,24200000,24280000
2206,t.faure,Sassy Knights,12910000,13390000,13330000,13390000,13360000,13390000,13510000,13380000,13430000,13700000,12910000
2207,a.bintizakaria,Sassy Knights,17100000,17920000,17890000,17730000,17790000,18150000,17100000,17100000,17100000,17100000,17100000
2208,e.chebet,Sassy Knights,23400000,24260000,24440000,24160000,24280000,24220000,24270000,24480000,24260000,24340000,24840000
2209,t.jiu,Sassy Knights,22920000,23700000,23840000,24330000,22920000,22920000,22920000,22920000,22920000,22920000,22920000
2210,l.ibrahimovi,Sassy Knights,25060000,26220000,26260000,26170000,25870000,2.6e+07,25940000,25990000,26220000,25980000,26070000
2211,l.nakalembe,Sassy Knights,32320000,33760000,33510000,33620000,34300000,32320000,32320000,32320000,32320000,32320000,32320000
2212,g.alali,Sassy Knights,16080000,16780000,16600000,16680000,16640000,16680000,16830000,16670000,16730000,17070000,16080000
2213,i.kisitu,Sassy Knights,22880000,22880000,23660000,23970000,23900000,23620000,23740000,23680000,23730000,23940000,23720000
2214,m.sseguya,Sassy Knights,11510000,11970000,11510000,11510000,11510000,11510000,11510000,11510000,11510000,11510000,11510000
2215,j.kayendeke,Sassy Knights,32310000,33730000,34290000,32310000,32310000,32310000,32310000,32310000,32310000,32310000,32310000
2216,k.deng,Sassy Knights,14930000,15640000,15510000,15580000,15440000,15640000,15590000,15410000,15490000,15450000,15480000
2217,m.muhindo,Sassy Knights,28640000,29570000,29910000,29570000,29710000,29640000,29700000,29970000,29690000,29790000,30400000
2218,j.potonik,Sassy Knights,9790000,10240000,10160000,10130000,10150000,10240000,10150000,10180000,10390000,9790000,9790000
2219,f.lukyamuzi,Sassy Knights,23300000,24410000,24160000,24240000,24730000,23300000,23300000,23300000,23300000,23300000,23300000
2220,f.rozman,Sassy Knights,31430000,32610000,32830000,32450000,32610000,32530000,32590000,32890000,32580000,32690000,33360000
2221,a.maposa,Sassy Knights,23200000,24100000,24010000,24060000,24280000,24050000,24130000,24620000,23200000,23200000,23200000
2222,j.pradhan,Sassy Knights,25570000,26520000,26690000,26440000,26790000,26710000,26400000,26530000,26460000,26520000,26760000
2223,r.tumusiime,Sassy Knights,24560000,25650000,25700000,25460000,25550000,26070000,24560000,24560000,24560000,24560000,24560000
2224,v.phung,Sassy Knights,29580000,30420000,30540000,30690000,30610000,30680000,30950000,30670000,30770000,31400000,29580000
2225,y.arinitwe,Sassy Knights,10690000,11180000,11190000,11160000,11100000,11160000,11050000,11200000,11170000,11040000,11090000
2226,f.taha,Screaming Ramblers,17960000,18630000,18670000,18470000,18800000,18750000,18650000,18740000,18570000,18820000,18760000
2227,n.binhashim,Screaming Ramblers,19860000,20810000,20550000,20600000,20780000,20590000,20660000,21080000,19860000,19860000,19860000
2228,k.asadi,Screaming Ramblers,8910000,9220000,9310000,9200000,9240000,9220000,9240000,9320000,9240000,9270000,9460000
2229,b.binder,Screaming Ramblers,21030000,21950000,21810000,2.2e+07,21800000,21880000,22320000,21030000,21030000,21030000,21030000
2230,e.miyamoto,Screaming Ramblers,14330000,14960000,14880000,14960000,14820000,15010000,14970000,14790000,14870000,14830000,14860000
2231,s.kule,Screaming Ramblers,19480000,20160000,20140000,20410000,20350000,20110000,20210000,20160000,20200000,20380000,20190000
2232,t.haim,Screaming Ramblers,17930000,18760000,18590000,18760000,18590000,18650000,19030000,17930000,17930000,17930000,17930000
2233,a.oconnor,Screaming Ramblers,19710000,20570000,20490000,20270000,20630000,20580000,20470000,20570000,20380000,20650000,20590000
2234,g.magaya,Screaming Ramblers,9970000,10360000,10310000,10450000,10410000,10290000,10340000,10320000,10340000,10430000,10340000
2235,o.gatti,Screaming Ramblers,17610000,18270000,18380000,18210000,18450000,18390000,18180000,18270000,18230000,18260000,18430000
2236,m.banda,Screaming Ramblers,30110000,31160000,31160000,31230000,31510000,31220000,31320000,31960000,30110000,30110000,30110000
2237,h.namwase,Screaming Ramblers,30930000,32080000,32080000,32360000,32070000,32170000,32830000,30930000,30930000,30930000,30930000
2238,s.nyathi,Screaming Ramblers,26840000,27710000,28080000,27830000,27920000,28490000,26840000,26840000,26840000,26840000,26840000
2239,d.mugisa,Screaming Ramblers,30040000,31200000,31170000,31090000,31150000,31430000,31140000,31250000,31880000,30040000,30040000
2240,c.ismail,Screaming Ramblers,8080000,8340000,8430000,8350000,8470000,8440000,8340000,8380000,8360000,8380000,8450000
2241,m.ategeka,Screaming Ramblers,11710000,12040000,12150000,12120000,12140000,12250000,12140000,12180000,12430000,11710000,11710000
2242,i.suleman,Screaming Ramblers,10560000,10960000,11050000,11020000,10970000,11020000,10920000,11060000,11030000,10900000,10960000
2243,b.jonsson,Screaming Ramblers,13500000,14010000,13970000,1.4e+07,14130000,1.4e+07,14040000,14330000,13500000,13500000,13500000
2244,e.amponsah,Screaming Ramblers,15720000,16450000,16270000,16300000,16450000,16300000,16350000,16680000,15720000,15720000,15720000
2245,f.mbale,Screaming Ramblers,19190000,19930000,19890000,19960000,20370000,19190000,19190000,19190000,19190000,19190000,19190000
2246,f.nakalema,Screaming Ramblers,14350000,15030000,14980000,14840000,15030000,14990000,14820000,14890000,14850000,14880000,15020000
2247,f.ohana,Screaming Ramblers,1920000,2e+06,2010000,1980000,1990000,1990000,1990000,2010000,1990000,2e+06,2040000
2248,i.okiror,Screaming Ramblers,18050000,18890000,19160000,18050000,18050000,18050000,18050000,18050000,18050000,18050000,18050000
2249,p.banze,Screaming Ramblers,11780000,12300000,12300000,12240000,12290000,12180000,12340000,12300000,12160000,12220000,12190000
2250,q.muwanguzi,Screaming Ramblers,14950000,15540000,15430000,15510000,15470000,15500000,15640000,15500000,15550000,15870000,14950000
2251,z.andersen,Screaming Ramblers,12160000,12740000,12500000,12730000,12690000,12630000,12690000,12570000,12740000,12700000,12550000
2252,s.wimmer,Screaming Ramblers,28250000,29550000,29510000,29170000,29310000,29240000,29300000,29560000,29290000,29390000,29980000
2253,n.namataka,Screaming Ramblers,22970000,23880000,23880000,23620000,24040000,23980000,23860000,23970000,23750000,24070000,23990000
2254,n.kumar,Screaming Ramblers,33270000,34430000,34210000,34820000,34730000,34560000,34720000,34400000,34860000,34750000,34350000
2255,u.kizito,Screaming Ramblers,12320000,12720000,12780000,12890000,12770000,12820000,13080000,12320000,12320000,12320000,12320000
2256,c.machingura,Serious Magicians,29270000,30570000,30370000,30290000,30350000,30630000,30340000,30450000,31070000,29270000,29270000
2257,d.jena,Serious Magicians,13840000,14310000,14290000,14360000,14320000,14350000,14480000,14350000,14400000,14690000,13840000
2258,g.riva,Serious Magicians,10170000,10640000,10660000,10620000,10500000,10550000,10530000,10550000,10640000,10540000,10580000
2259,l.khonje,Serious Magicians,11470000,11870000,11890000,11930000,12170000,11470000,11470000,11470000,11470000,11470000,11470000
2260,p.okoth,Serious Magicians,25540000,26500000,26490000,26720000,26480000,26570000,27110000,25540000,25540000,25540000,25540000
2261,v.ang,Serious Magicians,15460000,16060000,1.6e+07,16030000,16180000,16030000,16080000,16410000,15460000,15460000,15460000
2262,x.ayugi,Serious Magicians,9120000,9460000,9520000,9430000,9560000,9530000,9420000,9460000,9440000,9460000,9540000
2263,p.paterson,Serious Magicians,18050000,18840000,18890000,18710000,18780000,19160000,18050000,18050000,18050000,18050000,18050000
2264,z.amito,Serious Magicians,24820000,2.6e+07,25780000,25900000,25660000,2.6e+07,25920000,25620000,25750000,25690000,25740000
2265,e.mudzingwa,Serious Magicians,16240000,16700000,16960000,16770000,16850000,16810000,16840000,16990000,16840000,16890000,17240000
2266,d.dejong,Serious Magicians,18260000,18970000,19110000,19060000,18970000,19060000,18880000,19130000,19070000,18850000,18940000
2267,f.nakalema,Serious Magicians,24110000,25080000,25160000,24930000,25260000,25180000,24890000,25010000,24950000,2.5e+07,25230000
2268,f.salifu,Serious Magicians,25230000,26340000,26780000,25230000,25230000,25230000,25230000,25230000,25230000,25230000,25230000
2269,v.shinde,Serious Magicians,17140000,17960000,17800000,17890000,17720000,17960000,17900000,17700000,17780000,17740000,17770000
2270,w.ofori,Serious Magicians,16850000,17500000,17600000,17400000,17480000,17440000,17470000,17630000,17470000,17530000,17880000
2271,o.herrmann,Serious Magicians,8110000,8460000,8460000,8380000,8500000,8470000,8370000,8410000,8390000,8410000,8490000
2272,c.luka,Serious Magicians,33820000,35320000,34970000,35430000,35320000,34920000,35090000,3.5e+07,35070000,35390000,35060000
2273,f.sow,Serious Magicians,17950000,18580000,18530000,18620000,18580000,18610000,18780000,18610000,18670000,19050000,17950000
2274,h.mancini,Serious Magicians,26280000,27200000,27250000,27500000,27240000,27340000,27890000,26280000,26280000,26280000,26280000
2275,r.chandia,Serious Magicians,13820000,14370000,14330000,14460000,14330000,14380000,14670000,13820000,13820000,13820000,13820000
2276,t.vidmar,Serious Magicians,20050000,20990000,20620000,20990000,20930000,20820000,20920000,20730000,21010000,20940000,20700000
2277,v.ojara,Serious Magicians,15390000,16100000,16070000,15980000,16060000,15910000,16120000,16070000,15890000,15970000,15930000
2278,y.vong,Serious Magicians,10970000,11340000,11400000,11280000,11480000,11450000,11390000,11450000,11340000,11490000,11460000
2279,b.kansiime,Serious Magicians,32360000,33800000,33900000,33800000,33410000,33570000,33490000,33560000,33860000,33550000,33660000
2280,j.maneno,Serious Magicians,24060000,25180000,24840000,24960000,24900000,24950000,25180000,24940000,25030000,25540000,24060000
2281,s.juri,Serious Magicians,22500000,23340000,23490000,23370000,23480000,23260000,23570000,23500000,23230000,23340000,23290000
2282,d.horn,Swift Bison,9080000,9430000,9400000,9420000,9500000,9410000,9450000,9640000,9080000,9080000,9080000
2283,h.jovanovi,Swift Bison,12820000,13420000,13380000,13250000,13430000,13390000,13240000,13300000,13270000,13290000,13410000
2284,c.najafi,Swift Bison,23580000,24490000,24620000,24490000,24610000,24380000,24710000,24630000,24340000,24460000,24400000
2285,c.nalwadda,Swift Bison,4130000,4280000,4310000,4270000,4330000,4310000,4260000,4280000,4270000,4280000,4320000
2286,e.bukar,Swift Bison,16800000,17280000,17390000,17420000,17580000,17420000,17480000,17830000,16800000,16800000,16800000
2287,d.lian,Swift Bison,12650000,13010000,13240000,13210000,13140000,13200000,13080000,13250000,13210000,13060000,13120000
2288,e.balog,Swift Bison,17940000,18730000,18780000,18730000,18630000,18720000,18550000,18800000,18740000,18520000,18610000
2289,s.baig,Swift Bison,24270000,25350000,25210000,25330000,25090000,25430000,25350000,25060000,25180000,25120000,25170000
2290,r.ueta,Swift Bison,23640000,24510000,24410000,24530000,24470000,24520000,24740000,24510000,24590000,25090000,23640000
2291,n.binsulaiman,Swift Bison,23090000,23980000,24020000,24510000,23090000,23090000,23090000,23090000,23090000,23090000,23090000
2292,i.kiiza,Swift Bison,22170000,23140000,23140000,22920000,23230000,23160000,22890000,2.3e+07,22950000,22990000,23200000
2293,b.quaye,Swift Bison,28510000,29640000,29610000,29750000,29480000,29870000,29780000,29430000,29580000,29510000,29570000
2294,e.obbo,Swift Bison,21230000,22050000,21830000,22220000,22160000,22050000,22160000,21950000,22240000,22170000,21920000
2295,s.nakasi,Swift Bison,35720000,37040000,37280000,36930000,37420000,37310000,36880000,37060000,36970000,37040000,37380000
2296,o.nabunya,Swift Bison,14670000,15220000,15350000,15210000,15260000,15570000,14670000,14670000,14670000,14670000,14670000
2297,g.taruvinga,Swift Bison,18270000,19110000,18910000,18950000,19120000,18940000,1.9e+07,19390000,18270000,18270000,18270000
2298,u.rohman,Swift Bison,18720000,19550000,19460000,19250000,19590000,19540000,19440000,19540000,19350000,19610000,19550000
2299,b.reyes,Swift Bison,13650000,14250000,14090000,14160000,14130000,14160000,14280000,14150000,14200000,14490000,13650000
2300,t.ray,Swift Bison,14590000,15150000,15080000,15290000,15240000,15060000,15140000,15100000,15130000,15270000,15130000
2301,b.tong,Swift Bison,16190000,16950000,16900000,16740000,16960000,16910000,16710000,16800000,16760000,16790000,16940000
2302,l.kagoya,Swift Bison,3530000,3690000,3680000,3670000,3680000,3650000,3700000,3690000,3640000,3660000,3650000
2303,u.peri,Swift Bison,17680000,18460000,18460000,18360000,18450000,18280000,18520000,18470000,18250000,18340000,18300000
2304,i.longok,Swift Bison,14720000,15260000,15290000,15360000,15220000,15420000,15370000,15200000,15270000,15230000,15270000
2305,x.bintiramli,Swift Bison,20200000,21160000,21130000,2.1e+07,20770000,21140000,21090000,20980000,21080000,20880000,21160000
2306,p.nakimera,Swift Bison,14980000,15560000,15650000,15470000,15540000,15500000,15530000,15670000,15530000,15580000,15900000
2307,b.kwek,Swift Bison,19350000,19980000,20190000,20010000,20270000,20210000,19980000,20080000,20030000,20070000,20250000
2308,j.elsayed,Swift Bison,26880000,27820000,27890000,27820000,27880000,28130000,27870000,27960000,28530000,26880000,26880000
2309,b.turinawe,Ultimate Penguins,15230000,15940000,15790000,15940000,15790000,15840000,16160000,15230000,15230000,15230000,15230000
2310,h.nieminen,Ultimate Penguins,29020000,30110000,30290000,30140000,30290000,3e+07,30400000,30310000,29960000,30110000,30030000
2311,g.mishra,Ultimate Penguins,17920000,18720000,18550000,18580000,18750000,18580000,18640000,19020000,17920000,17920000,17920000
2312,l.alqahtani,Ultimate Penguins,17770000,18430000,18350000,18440000,18390000,18430000,18590000,18420000,18480000,18860000,17770000
2313,r.aloyo,Ultimate Penguins,11430000,11750000,11960000,11850000,11890000,12130000,11430000,11430000,11430000,11430000,11430000
2314,s.phillips,Ultimate Penguins,22190000,23020000,23230000,23160000,23050000,23160000,22940000,23250000,23180000,22910000,23020000
