,Player,Age,FW,MF,DF,GK,Salary
4320,e.potonik,29,1,1,0,0,1825081.62
4321,z.banda,20,1,1,0,0,1969419.041
4322,w.joao,20,0,0,1,0,8704335.409
4323,n.cudjoe,18,0,0,1,0,4720270.7
4324,l.achen,29,0,0,1,0,169803.5434
4325,z.krajnc,29,0,0,1,0,9380128.679
4326,l.yulianti,33,0,0,1,0,917865.2003
4327,o.gamal,21,0,0,1,0,6541424.994
4328,r.bogere,35,0,0,1,0,5267402.553
4329,s.nayiga,27,0,0,1,0,7750687.837
4330,a.ansah,22,0,0,1,0,953340.8762
4331,y.smit,26,0,1,1,0,5815734.939
4332,v.rocha,32,0,1,1,0,994066.0633
4333,l.dewit,35,1,0,0,0,1443401.727
4334,g.gonzalez,26,1,0,0,0,4827185.721
4335,g.owusu,27,1,0,0,0,4491718.542
4336,e.kiyingi,20,1,1,0,0,8840811.057
4337,j.vasquez,30,0,0,0,1,3260921.846
4338,a.amongin,30,0,0,0,1,892473.1294
4339,n.tkachuk,42,0,0,0,1,9169591.189
4340,k.mohammadzadeh,29,0,1,0,0,1126605.735
4341,o.maulana,25,0,1,0,0,9875475.591
4342,n.garza,19,0,1,0,0,4751646.745
4343,a.kalule,23,0,1,0,0,3660065.52
4344,m.opoku,23,0,1,0,0,1654497.558
4345,f.oreilly,21,0,1,0,0,8731453.716
4346,k.ntege,21,0,1,0,0,3507620.922
4347,p.bonnet,19,0,1,0,0,1235955.939
4348,p.mlotshwa,22,0,1,1,0,1672868.725
4349,w.katamba,21,0,1,1,0,5514490.258
4350,h.kelmendi,29,1,1,0,0,1157294.301
4351,u.taaka,20,1,1,0,0,1999869.182
4352,e.mugoya,27,0,0,1,0,6719518.637
4353,h.bhebhe,27,0,0,1,0,6468189.47
4354,w.namukose,25,0,0,1,0,314270.4385
4355,g.matsika,19,0,0,1,0,9272323.279
4356,w.aciro,28,0,0,1,0,6277348.703
4357,g.ribeiro,27,0,0,1,0,3842151.305
4358,n.mushabe,36,0,0,1,0,2989999.627
4359,b.angella,21,0,0,1,0,3954251.608
4360,m.wu,18,0,0,1,0,4057474.933
4361,e.bosnjak,18,0,0,1,0,6095639.827
4362,g.neumbe,32,0,0,1,0,8801914.062
4363,k.nanyondo,27,0,0,1,0,7149769.678
4364,k.othman,18,0,0,1,0,4621281.953
4365,m.namusisi,14,0,0,1,0,6434790.404
4366,r.arineitwe,24,0,0,1,0,387900.5105
4367,u.lomongin,32,0,1,1,0,9394948.602
4368,g.abdi,29,1,0,0,0,8893944.31
4369,e.munetsi,38,1,0,0,0,1367623.873
4370,b.bernardi,19,1,0,0,0,891414.2008
4371,o.acayo,16,1,0,0,0,6132615.588
4372,o.mor,18,1,0,0,0,113164.4276
4373,m.ogbonna,20,1,0,1,0,2194294.18
4374,k.amoding,21,1,1,0,0,18233.315
4375,c.majoni,28,1,1,0,0,1092099.449
4376,n.cheng,19,1,1,0,0,5823428.042
4377,o.night,23,1,1,0,0,8815330.381
4378,v.razak,36,0,0,0,1,8109385.492
4379,u.mvula,29,0,0,0,1,2172818.991
4380,d.chiba,20,0,0,0,1,9548234.034
4381,s.kor,23,0,1,0,0,9387783.859
4382,z.angom,18,0,1,0,0,6811803.175
4383,o.binabdulrahman,22,0,1,0,0,9741841.116
4384,y.lawan,15,0,1,0,0,3602682.278
4385,h.pichler,30,0,1,0,0,4545957.846
4386,i.mushonga,29,0,1,0,0,1141678.731
4387,x.zalwango,18,0,1,0,0,2532837.077
4388,x.aliru,21,0,1,0,0,941186.341
4389,a.marchenko,26,0,0,1,0,3197388.862
4390,a.radu,34,0,0,1,0,6958085.206
4391,w.hamad,34,0,0,1,0,3479386.293
4392,d.kos,20,0,0,1,0,9411952.63
4393,e.ghosh,30,0,0,1,0,3947076.837
4394,e.nemeth,34,0,0,1,0,2006601.441
4395,h.kabugho,26,0,0,1,0,8462064.284
4396,q.krasniqi,19,0,0,1,0,1558162.814
4397,r.arineitwe,24,0,0,1,0,1156754.51
4398,t.moretti,21,0,0,1,0,8069498.885
4399,y.oppong,20,0,0,1,0,5468832.363
4400,m.atuhaire,31,0,1,1,0,33509.82834
4401,k.nanyondo,27,0,1,1,0,6818218.605
4402,h.akot,23,1,0,0,0,5272238.892
4403,z.njoku,25,1,0,0,0,1576484.397
4404,l.nanono,31,1,0,0,0,9758614.21
4405,r.aisu,20,1,1,0,0,593956.2263
4406,k.taremwa,28,1,1,0,0,8619948.862
4407,w.kisitu,24,1,1,0,0,2220039.997
4408,q.martinez,23,0,0,0,1,8422238.31
4409,y.nanyondo,26,0,0,0,1,9468282.618
4410,i.chiu,24,0,1,0,0,3188830.633
4411,t.ray,24,0,1,0,0,5443630.502
4412,k.thompson,25,0,1,0,0,3867108.803
4413,a.dekker,27,0,1,0,0,3994941.677
4414,h.valentini,24,0,1,0,0,7265227.566
4415,u.anyango,20,0,1,0,0,4856595.459
4416,h.tumukunde,32,0,1,0,0,5777028.141
4417,q.juhasz,24,0,1,1,0,3027212.694
4418,a.nasiru,25,1,1,0,0,5871043.283
4419,g.mar,23,1,1,0,0,314422.123
4420,i.goh,21,1,1,0,0,1162487.359
4421,l.yusof,26,0,0,1,0,8418501.053
4422,d.adu,26,0,0,1,0,6971810.275
4423,b.bintiothman,22,0,0,1,0,3820471.222
4424,n.alum,30,0,0,1,0,1243141.752
4425,a.cheang,20,0,0,1,0,1706879.736
4426,x.kho,23,0,0,1,0,5043737.564
4427,j.atala,27,0,0,1,0,5767122.262
4428,c.kirungi,18,0,0,1,0,3860705.886
4429,c.manjhi,26,0,0,1,0,7562179.543
4430,k.mwanje,23,0,0,1,0,8666190.907
4431,r.ueta,27,0,0,1,0,8383690.687
4432,u.morales,19,0,0,1,0,6499496.87
4433,y.opio,29,0,0,1,0,5594032.483
4434,r.rossi,27,1,0,1,0,4291433.339
4435,c.mukiibi,24,1,0,0,0,8797773.62
4436,c.abramov,29,1,0,0,0,1609729.425
4437,y.nambi,29,1,0,0,0,3160261.611
4438,k.mayanja,27,1,1,0,0,4999062.739
4439,g.sugawara,23,1,1,0,0,8770955.016
4440,d.rahmawati,24,1,1,0,0,4345975.789
4441,d.pfeiffer,32,1,1,0,0,2125869.279
4442,z.ngambi,32,1,1,0,0,865373.7487
4443,a.kovaevi,28,0,0,0,1,1715048.956
4444,h.okafor,25,0,0,0,1,8081032.247
4445,w.nabuuma,29,0,1,0,0,8538944.848
4446,c.gheorghe,18,0,1,0,0,9786144.825
4447,h.adjei,28,0,1,0,0,1698401.147
4448,x.oneill,18,0,1,0,0,4334247.961
4449,x.wouters,23,0,1,0,0,5489576.345
4450,j.jorgensen,25,1,1,0,0,7590154.848
4451,j.laurent,30,0,0,1,0,5985901.712
4452,d.amoako,18,0,0,1,0,625564.2886
4453,f.farkas,25,0,0,1,0,4659604.76
4454,d.muwonge,24,0,0,1,0,2265487.322
4455,x.denis,22,0,0,1,0,9856793.668
4456,z.longole,24,0,0,1,0,5618492.612
4457,c.obi,28,0,0,1,0,5404305.578
4458,p.natukunda,36,0,0,1,0,7359937.156
4459,c.malkah,21,0,0,1,0,395441.359
4460,n.singh,25,0,0,1,0,3425841.845
4461,v.tugume,32,1,0,0,0,9351568.943
4462,x.simi,26,1,0,0,0,3431916.108
4463,l.jean,29,1,1,0,0,9100909.862
4464,n.colon,20,1,1,0,0,7250442.037
4465,s.obonyo,23,1,1,0,0,9438020.762
4466,p.mukalazi,24,1,1,0,0,8065467.646
4467,d.arinaitwe,17,1,1,0,0,6512124.527
4468,g.chimwaza,20,1,1,0,0,203515.0777
4469,v.golob,25,1,1,0,0,4679439.903
4470,y.acola,33,0,0,0,1,7255790.381
4471,k.huang,39,0,0,0,1,4017780.604
4472,j.leroux,28,0,1,0,0,4676062.237
4473,z.heinonen,22,0,1,0,0,942412.8884
4474,m.turyamureba,21,0,1,0,0,1359092.515
4475,f.lee,22,0,1,0,0,8123045.739
4476,m.chirambo,35,0,1,0,0,19282.9942
4477,w.tushabomwe,28,0,1,0,0,4675331.083
4478,c.alum,28,1,1,0,0,5394723.902
4479,c.adong,29,0,0,1,0,1802996.363
4480,c.moser,30,0,0,1,0,792287.7884
4481,d.henriksen,23,0,0,1,0,8313144.908
4482,i.amviko,23,0,0,1,0,9333204.028
4483,u.krause,33,0,0,1,0,456730.0376
4484,h.korosec,22,0,0,1,0,6648405.775
4485,d.biribawa,24,0,0,1,0,1077983.124
4486,o.nanyanzi,25,0,0,1,0,5615280.181
4487,y.gashi,29,0,0,1,0,8323278.625
4488,i.mutabazi,24,0,0,1,0,4678220.112
4489,i.mugerwa,17,1,0,0,0,3402023.195
4490,v.morel,24,1,0,0,0,7858868.196
4491,j.saidu,35,1,0,0,0,978659.0386
4492,g.mwima,30,1,0,0,0,9119050.431
4493,o.roth,27,1,0,0,0,9506434.171
4494,k.philippe,30,1,1,0,0,684493.7527
4495,f.zeng,26,1,1,0,0,4410770.362
4496,o.zieliski,30,1,1,0,0,6292468.562
4497,y.larsen,26,0,0,0,1,2280746.584
4498,g.oluka,32,0,0,0,1,6702306.708
4499,b.awio,18,0,0,0,1,7173718.861
4500,k.jarvinen,24,0,0,0,1,9295231.267
4501,o.ngoma,21,0,1,0,0,2254461.611
4502,y.kabiru,22,0,1,0,0,860577.9069
4503,e.muhereza,29,0,1,0,0,8331419.787
4504,k.chisi,26,0,1,0,0,7602596.725
4505,s.ghaffari,25,0,1,0,0,2753974.461
4506,y.turyatemba,27,0,1,0,0,9653215.814
4507,x.makina,18,0,1,0,0,2386219.881
4508,y.nyirongo,21,0,1,0,0,6358675.386
4509,l.sigauke,23,0,1,0,0,4726586.401
4510,b.alhassan,32,0,1,0,0,8086834.397
4511,q.zyu,29,1,1,0,0,6890552.34
4512,l.chiu,31,0,0,1,0,9377754.295
4513,d.shuaibu,28,0,0,1,0,5846588.582
4514,w.ly,27,0,0,1,0,1404651.716
4515,e.deluca,26,0,0,1,0,281749.737
4516,j.neo,25,0,0,1,0,2554008.372
4517,m.angom,29,0,0,1,0,8084068.393
4518,q.atiku,30,0,0,1,0,406714.2066
4519,s.lutaaya,22,0,1,1,0,8923885.917
4520,v.smits,25,1,0,0,0,1902723.486
4521,a.caron,24,1,0,0,0,3211817.41
4522,f.mugabe,23,1,0,0,0,3544304.997
4523,j.nath,28,1,0,0,0,4711224.768
4524,v.heikkinen,37,1,0,0,0,288671.867
4525,y.nalubwama,28,1,0,0,0,9544900.54
4526,h.saeed,23,0,0,0,1,754682.3882
4527,c.hamed,23,0,0,0,1,9068141.573
4528,y.atoo,24,0,1,0,0,1006297.609
4529,d.kemigisa,31,0,1,0,0,3000846.568
4530,e.fiore,19,0,1,0,0,9900466.669
4531,i.kolar,24,0,1,0,0,36987.49329
4532,d.deli,33,0,1,0,0,7361876.424
4533,k.mwanje,23,0,1,0,0,1755574.702
4534,m.kabiru,23,0,1,0,0,718704.807
4535,t.akankwasa,26,0,1,0,0,3803057.31
4536,o.avako,31,0,1,0,0,6922867.374
4537,x.kazibwe,29,1,1,0,0,2858352.434
4538,b.owor,20,1,1,0,0,9421288.431
4539,b.vandermeer,25,0,0,1,0,8510093.539
4540,j.fukuda,26,0,0,1,0,7082953.745
4541,d.balazs,25,0,0,1,0,1420201.203
4542,a.davies,29,0,0,1,0,2027982.993
4543,d.saleh,24,0,0,1,0,4430612.503
4544,i.franke,28,0,0,1,0,8528622.745
4545,l.fuchs,28,0,0,1,0,4947089.672
4546,m.rashid,22,0,0,1,0,6153610.421
4547,o.mudzingwa,20,0,0,1,0,3445176.083
4548,d.caruso,23,0,0,1,0,1418168.793
4549,w.alghamdi,21,0,1,1,0,2838296.93
4550,d.soliman,17,0,1,1,0,8086360.15
4551,w.mertens,32,1,0,0,0,4266000.658
4552,g.sserugo,31,1,0,0,0,6295462.281
4553,o.roth,27,1,0,0,0,7402074.273
4554,s.soon,23,1,0,0,0,1965390.717
4555,m.dbrowski,20,1,1,0,0,1495420.108
4556,i.lehmann,18,1,1,0,0,6990689.61
4557,d.kateregga,20,0,0,0,1,4877795.214
4558,g.daud,29,0,0,0,1,2290812.565
4559,v.ssali,29,0,0,0,1,7339381.176
4560,g.kaweesa,26,0,1,0,0,3222827.393
4561,i.vong,34,0,1,0,0,545608.5533
4562,u.kazembe,22,0,1,0,0,9442565.509
4563,c.akullo,17,0,1,0,0,4424467.505
4564,k.behera,19,0,1,0,0,131830.1695
4565,n.dutta,27,0,1,0,0,9777360.462
4566,j.riyadi,21,0,1,1,0,8816232.694
4567,t.ferrari,22,0,1,1,0,1467305.607
4568,u.nambuya,25,1,1,0,0,5509608.797
4569,j.chew,25,1,1,0,0,8868541.336
4570,q.thakur,27,1,1,0,0,4906288.628
4571,w.rusu,25,0,0,1,0,1703958.885
4572,f.okon,33,0,0,1,0,7710647.412
4573,g.degroot,30,0,0,1,0,5581048.583
4574,p.sanyu,29,0,0,1,0,2258206.791
4575,q.cheong,21,0,0,1,0,2548040.74
4576,a.ainomugisha,20,0,0,1,0,2919121.5
4577,c.mirkovi,30,0,0,1,0,2134491.938
4578,i.wenene,19,0,0,1,0,7424639.283
4579,g.efendi,29,0,0,1,0,2053701.471
4580,j.bahri,24,0,0,1,0,15851.28752
4581,q.sumarni,18,0,0,1,0,5730076.791
4582,y.vitali,27,0,0,1,0,4333734.275
4583,z.delemovi,25,0,1,1,0,5615082.074
4584,d.adebayo,23,1,0,0,0,9404860.561
4585,r.begum,34,1,0,0,0,1350447.459
4586,h.sat,21,1,1,0,0,8658795.016
4587,b.asiedu,31,1,1,0,0,5607035.418
4588,f.pellegrini,33,1,1,0,0,9325613.101
4589,m.mansouri,22,1,1,0,0,853305.6562
4590,m.bwire,31,1,1,0,0,9776265.711
4591,b.kovaik,27,1,1,0,0,7982140.615
4592,h.tuhaise,23,0,0,0,1,233256.6792
4593,p.solanki,25,0,0,0,1,1626280.812
4594,g.boadi,37,0,0,0,1,4068139.474
4595,k.ndiweni,27,0,1,0,0,7026819.194
4596,n.von,23,0,1,0,0,3412875.413
4597,d.schmid,22,0,1,0,0,1931514.842
4598,f.msiska,18,0,1,0,0,4352464.232
4599,h.nakate,19,0,1,0,0,6627196.744
4600,y.namutosi,18,0,1,0,0,9858805.855
4601,g.hungwe,24,1,1,0,0,2863603.196
4602,j.nanziri,26,0,0,1,0,2273295.542
4603,n.muhammadu,25,0,0,1,0,5809374.423
4604,i.greenberg,33,0,0,1,0,7084124.968
4605,d.onzia,29,0,0,1,0,6083193.901
4606,k.shibata,29,0,0,1,0,2638134.81
4607,l.sayed,24,0,0,1,0,7914155.723
4608,f.nanfuka,23,0,0,1,0,6776791.413
4609,w.fernando,27,0,0,1,0,6382024.585
4610,k.supriadi,27,0,0,1,0,925337.2396
4611,j.manu,24,0,0,1,0,4151123.553
4612,c.alanazi,32,0,0,1,0,4571006.764
4613,l.bekher,19,0,0,1,0,742008.7176
4614,q.henriksen,26,0,0,1,0,2707104.575
4615,t.bhebhe,35,0,1,1,0,1932147.309
4616,h.hansen,34,0,1,1,0,3517002.703
4617,i.mwase,25,1,0,0,0,8925872.574
4618,g.chemutai,26,1,0,0,0,6913902.079
4619,l.razaie,31,1,0,0,0,240317.9821
4620,b.sah,30,1,0,0,0,6265377.442
4621,w.lotfi,25,0,0,0,1,8083330.763
4622,j.turyasingura,37,0,0,0,1,9809844.535
4623,s.akiteng,27,0,1,0,0,9809896.478
4624,m.wandera,27,0,1,0,0,1578303.669
4625,b.gondo,33,0,1,0,0,3720226.432
4626,c.arineitwe,27,0,1,0,0,2161898.103
4627,v.siregar,17,0,1,0,0,7679711.247
4628,b.putra,25,0,1,0,0,9358726.954
4629,g.frimpong,25,0,1,0,0,6268508.483
4630,r.danquah,17,0,1,0,0,3723360.498
4631,y.torres,24,1,1,0,0,1454171.87
4632,b.ylmaz,22,0,0,1,0,8988530.475
4633,o.andoh,21,0,0,1,0,2356658.821
4634,e.atim,26,0,0,1,0,4966153.222
4635,f.yusuf,26,0,0,1,0,3414256.924
4636,g.muzamba,28,0,0,1,0,4166627.577
4637,l.vanags,33,0,0,1,0,6019564.382
4638,m.namiiro,34,0,0,1,0,6825070.93
4639,o.ahamad,26,0,0,1,0,1373424.061
4640,v.macuacua,33,0,0,1,0,8264772.889
4641,b.mayer,31,0,1,1,0,3222688.567
4642,e.kiyingi,20,0,1,1,0,7527458.571
4643,f.odaga,21,0,1,1,0,3888300.35
4644,v.lahtinen,23,0,1,1,0,1014485.892
4645,w.nakato,23,0,1,1,0,296722.9549
4646,x.sakamoto,25,1,0,0,0,6386097.582
4647,a.patal,29,1,0,0,0,5482042.258
4648,q.oryema,21,1,0,0,0,946992.3041
4649,c.grassi,24,1,0,1,0,8864088.7
4650,j.soares,37,1,1,0,0,2394839.957
4651,j.mahmoudi,25,1,1,0,0,7077243.803
4652,e.nabwami,19,1,1,0,0,9816794.288
4653,a.white,27,0,0,0,1,8450921.144
4654,l.namaganda,27,0,0,0,1,4278464.194
4655,r.martin,37,0,0,0,1,7160273.77
4656,a.odaga,30,0,1,0,0,3071659.59
4657,p.anirwoth,19,0,1,0,0,80161.06566
4658,x.kanyunyuzi,31,0,1,0,0,73594.63867
4659,i.conte,27,0,1,0,0,8037886.544
4660,g.ibraimo,35,0,1,0,0,1720263.472
4661,e.gou,26,0,1,0,0,8235581.572
4662,f.meier,18,0,1,0,0,2309453.212
4663,m.alharbi,21,0,1,0,0,7719830.525
4664,n.dutta,27,0,1,0,0,8611325.638
4665,i.chawinga,21,0,1,1,0,4532597.445
4666,e.potonik,29,0,0,1,0,2577458.135
4667,g.omirambe,24,0,0,1,0,212661.7239
4668,q.abo,29,0,0,1,0,1398982.051
4669,c.haas,28,0,0,1,0,2444721.537
4670,y.rodriguez,33,0,0,1,0,8488609.929
4671,z.kiirya,22,0,0,1,0,7998078.382
4672,f.hang,25,0,0,1,0,4214310.22
4673,u.mayer,22,0,0,1,0,3545234.149
4674,b.maruyama,27,0,0,1,0,6660006.644
4675,i.franke,28,0,0,1,0,6707356.806
4676,i.paswan,25,0,0,1,0,106513.9369
4677,p.mlotshwa,22,0,0,1,0,4613830.965
4678,h.olowo,20,1,0,1,0,5204607.906
4679,s.candiru,22,1,0,1,0,2701018.861
4680,z.kebirungi,22,1,0,0,0,1774835.501
4681,e.amanya,37,1,0,0,0,9995257.763
4682,y.akiror,20,1,0,0,0,4897202.312
4683,p.nkomo,29,1,1,0,0,451901.048
4684,r.namande,33,1,1,0,0,4502900.948
4685,b.nakandi,28,1,1,0,0,1194243.278
4686,b.quaye,22,1,1,0,0,6835409.728
4687,g.caputo,22,0,0,0,1,8361625.127
4688,d.sorrentino,30,0,0,0,1,1107378.032
4689,w.binmohamad,23,0,1,0,0,6562682.407
4690,a.dekker,27,0,1,0,0,5828715.655
4691,w.soltani,26,0,1,0,0,3224829.722
4692,h.che,30,0,1,0,0,6037350.326
4693,j.hasahya,23,0,1,0,0,3852869.301
4694,a.anwar,28,1,1,0,0,7365357.386
4695,w.cheang,35,1,1,0,0,867539.4179
4696,o.mapfumo,21,0,0,1,0,6585476.883
4697,i.gumede,28,0,0,1,0,6772058.308
4698,z.wu,25,0,0,1,0,2174179.654
4699,r.ishii,35,0,0,1,0,971885.7711
4700,h.francisco,34,0,0,1,0,7013068.658
4701,d.amanyire,31,0,0,1,0,3981099.882
4702,p.tzur,32,0,0,1,0,2218581.846
4703,s.kamoga,21,0,0,1,0,2674177.995
4704,w.ongom,30,0,0,1,0,3530667.799
4705,r.kato,31,1,0,1,0,5386223.094
4706,e.gayakwad,22,1,0,0,0,42438.07274
4707,f.oyama,31,1,0,0,0,9597825.081
4708,b.binabdrahman,21,1,0,0,0,3965745.692
4709,b.phillips,27,1,0,0,0,4679492.91
4710,e.binmohamed,23,0,0,0,1,505136.1895
4711,j.koval,36,0,0,0,1,2827665.042
4712,a.berkowitz,34,0,0,0,1,1271035.649
4713,c.chand,28,0,1,0,0,8789077.244
4714,z.griffiths,27,0,1,0,0,676931.0045
4715,j.dubois,28,0,1,0,0,4211998.787
4716,w.doyle,33,0,1,0,0,3884739.61
4717,d.sigauke,23,0,1,0,0,9191936.108
4718,e.hasahya,26,0,1,0,0,1982793.431
4719,u.guillot,24,0,1,0,0,9191613.274
4720,h.tumukunde,32,0,1,0,0,2326171.119
4721,j.mubangizi,19,0,0,1,0,8264021.108
4722,v.kaneko,30,0,0,1,0,972109.8954
4723,s.sanchez,33,0,0,1,0,1094534.864
4724,d.namayanja,23,0,0,1,0,5912707.368
4725,u.mansour,23,0,0,1,0,9930408.213
4726,m.sinh,25,0,0,1,0,9779939.043
4727,t.candia,27,0,0,1,0,2179367.678
4728,l.schmid,25,0,0,1,0,8313554.253
4729,s.katooko,21,0,0,1,0,2158017.19
4730,x.nakong,28,0,0,1,0,4150460.186
4731,r.uchida,23,0,1,1,0,7924512.868
4732,q.acen,24,1,0,0,0,4027367.916
4733,e.zacarias,26,1,0,0,0,4197014.253
4734,f.mugabe,23,1,0,0,0,8707535.067
4735,l.novak,29,1,0,0,0,517351.6144
4736,o.suzuki,19,1,1,0,0,5220399.168
4737,m.nyamahunge,32,0,0,0,1,2147789.487
4738,a.whang,23,0,0,0,1,7283689.524
4739,v.guillaume,33,0,0,0,1,9305683.075
4740,d.mattila,26,0,1,0,0,4280651.938
4741,b.kansiime,25,0,1,0,0,5419587.382
4742,y.almutairi,25,0,1,0,0,7665039.114
4743,d.roussel,23,0,1,0,0,4703119.914
4744,l.sigauke,23,0,1,0,0,4709988.312
4745,m.takacs,23,0,1,0,0,7858691.424
4746,u.chavez,28,0,1,0,0,32560.08574
4747,f.ndou,32,0,1,0,0,1331180.057
4748,j.maeda,28,1,1,0,0,2130126.78
4749,h.baumgartner,23,1,1,0,0,9207187.543
4750,y.machava,29,0,0,1,0,4792103.043
4751,y.twinomugisha,28,0,0,1,0,4457698.147
4752,f.tamura,20,0,0,1,0,5544369.903
4753,h.choo,31,0,0,1,0,5766114.08
4754,h.pour,22,0,0,1,0,1528909.739
4755,k.krisensen,30,0,0,1,0,2673482.925
4756,s.sorensen,27,0,0,1,0,2016415.81
4757,l.olupot,27,0,0,1,0,1796689.684
4758,j.asiimwe,26,0,1,1,0,7490717.692
4759,c.rai,25,1,0,0,0,476604.4139
4760,t.hashim,34,1,0,0,0,3724376.864
4761,b.lindberg,22,1,0,0,0,5828230.476
4762,b.nura,27,1,1,0,0,4372221.043
4763,s.mussa,21,1,1,0,0,6882646.183
4764,c.sanna,26,1,1,0,0,5399303.601
4765,j.elsayed,28,1,1,0,0,4347129.256
4766,m.gomez,22,1,1,0,0,4112096.489
4767,v.dasilva,29,1,1,0,0,5432197.474
4768,q.dangelo,27,1,1,0,0,6755674.665
4769,x.arnaud,27,0,0,0,1,433085.6681
4770,g.chandiga,41,0,0,0,1,966956.9143
4771,i.friedrich,26,0,0,0,1,4060516.441
4772,c.mati,25,0,1,0,0,1774861.188
4773,p.nakayenga,34,0,1,0,0,6011989.374
4774,j.willems,27,0,1,0,0,927247.9694
4775,e.achan,30,0,1,0,0,8569758.805
4776,e.nasirumbi,29,0,1,0,0,2214262.196
4777,g.cattaneo,16,0,1,0,0,8596667.35
4778,o.ciobanu,32,0,1,0,0,2502810.005
4779,o.kueh,27,0,1,0,0,8952676.966
4780,g.sackey,26,0,1,1,0,70640.24552
4781,k.harada,23,0,1,1,0,8499648.433
4782,d.sahu,29,1,1,0,0,2647355.147
4783,z.tomi,25,1,1,0,0,5650504.364
4784,c.sulaiman,27,0,0,1,0,6148194.302
4785,h.jansson,25,0,0,1,0,9754793.647
4786,b.taheri,20,0,0,1,0,3239038.557
4787,k.eder,21,0,0,1,0,500422.7381
4788,a.barbieri,32,0,0,1,0,1819890.054
4789,d.siregar,24,0,0,1,0,4991322.178
4790,k.candia,20,0,0,1,0,7245180.239
4791,l.ricci,33,0,0,1,0,3554337.027
4792,m.paterson,19,0,0,1,0,5346150.859
4793,o.oketcho,23,0,0,1,0,8604965.597
4794,v.mugala,30,0,0,1,0,9003914.152
4795,o.gatti,23,1,0,1,0,3819227.145
4796,d.fischer,35,1,0,0,0,706497.0169
4797,e.okello,21,1,0,0,0,5355187.883
4798,b.nemeth,24,1,1,0,0,6985433.39
4799,b.lehtonen,21,1,1,0,0,8745083.351
4800,b.mtonga,28,1,1,0,0,5603460.492
4801,r.giordano,38,1,1,0,0,6427514.73
4802,a.harutyunyan,22,1,1,0,0,7217137.379
4803,g.eng,27,1,1,0,0,5832859.856
4804,k.kravchenko,26,0,0,0,1,7813721.555
4805,e.kantono,18,0,0,0,1,8067602.307
4806,q.konig,24,0,0,0,1,6037084.996
4807,b.kaonga,22,0,1,0,0,4899623.934
4808,z.johansen,31,0,1,0,0,2011643.835
4809,a.agyapong,22,0,1,0,0,2477764.993
4810,g.akoli,25,0,1,0,0,5816468.046
4811,m.kebirungi,22,0,1,0,0,9266450.765
4812,w.mahato,32,0,1,0,0,534140.3451
4813,x.kidega,19,0,1,0,0,4165067.05
4814,b.ayuba,20,0,1,0,0,18331.65678
4815,i.benedetti,22,0,1,0,0,4282814.474
4816,d.magala,27,0,1,1,0,5904030.222
4817,f.binzakaria,26,1,1,0,0,7796591.671
4818,c.negri,28,0,0,1,0,7371411.146
4819,g.syu,26,0,0,1,0,5604840.5
4820,c.emmanuel,22,0,0,1,0,2021256.732
4821,c.roux,34,0,0,1,0,3352242.608
4822,d.ngo,31,0,0,1,0,3655461.009
4823,h.shuaibu,24,0,0,1,0,1795943.14
4824,i.niwamanya,25,0,0,1,0,3575955.117
4825,k.awuah,30,0,0,1,0,4648118.482
4826,o.mohammad,23,0,0,1,0,9331849.916
4827,p.hassan,24,0,0,1,0,2611409.777
4828,k.kastelic,31,0,1,1,0,3710414.357
4829,n.turyasingura,31,0,1,1,0,3841335.176
4830,v.abu,27,0,1,1,0,4946564.046
4831,q.maturu,24,1,0,0,0,5094430.577
4832,d.purwanto,23,1,0,0,0,725194.1835
4833,c.schmidt,21,1,0,0,0,2638534.531
4834,l.bogere,29,1,0,0,0,3116739.704
4835,t.sinaga,24,1,1,0,0,9349532.03
4836,w.ofori,26,1,1,0,0,7027265.486
4837,c.shevchenko,31,0,0,0,1,2898383.677
4838,f.dauda,34,0,0,0,1,3629812.259
4839,f.ainembabazi,23,0,1,0,0,8834329.288
4840,i.savage,22,0,1,0,0,733497.8994
4841,j.choi,22,0,1,0,0,2287940.126
4842,m.korugyendo,29,0,1,0,0,785654.5886
4843,m.naluwooza,23,0,1,0,0,4392599.438
4844,r.kabuye,32,0,1,0,0,1724624.658
4845,v.bellini,31,0,1,0,0,570236.1658
4846,i.soko,21,1,1,0,0,8472686.79
4847,d.law,29,1,1,0,0,6276703.913
4848,j.mugenyi,25,1,1,0,0,8744886.81
4849,v.nakiyemba,34,1,1,0,0,6417800.628
4850,j.ayebare,26,0,0,1,0,5837825.905
4851,l.wilson,25,0,0,1,0,8292689.807
4852,m.takata,21,0,0,1,0,2662452.363
4853,a.nilsen,33,0,0,1,0,6903180.624
4854,v.nazziwa,31,0,0,1,0,6469357.762
4855,y.ssentongo,21,0,0,1,0,7913906.998
4856,z.acidri,23,0,0,1,0,3547646.502
4857,u.roussel,19,0,0,1,0,422983.6495
4858,i.hsieh,28,0,1,1,0,148958.8307
4859,u.nafula,29,1,0,0,0,4695187.116
4860,k.binali,17,1,0,0,0,2890544.97
4861,p.peh,23,1,0,1,0,2846721.682
4862,o.aboagye,29,1,1,0,0,7538168.989
4863,a.yosef,20,1,1,0,0,2513110.508
4864,l.ndyanabo,33,1,1,0,0,3442951.922
4865,w.abeja,28,0,0,0,1,4086098.635
4866,g.kyobutungi,31,0,0,0,1,6346057.262
4867,c.medina,17,0,1,0,0,9363906.896
4868,i.babirye,22,0,1,0,0,9492111.588
