,Player Name,Age,League,Squad,Country,Position,Annualized Salary
1128,e.maluwa,27,C,Marvelous Anchors,Esia,DF,19910000
1129,j.nakyanzi,26,C,Marvelous Anchors,Esia,DF,16830000
1130,m.odong,23,C,Marvelous Anchors,Esia,DF,13970000
1131,n.ofosu,27,C,Marvelous Anchors,Esia,DF,16980000
1132,z.binzakaria,29,C,Marvelous Anchors,Esia,DF,23980000
1133,n.barukh,#N/A,C,Marvelous Anchors,Giumle Lizeibon,DF,21880000
1134,g.wahab,30,C,Marvelous Anchors,Dosqaly,DFMF,20390000
1135,j.faida,22,C,Marvelous Anchors,Byasier Pujan,FW,20930000
1136,n.nwachukwu,31,C,Marvelous Anchors,Esia,FW,22860000
1137,c.oconnor,22,C,Marvelous Anchors,Unicorporated Tiagascar,FW,31310000
1138,p.ma,26,C,Marvelous Anchors,Esia,FWMF,33480000
1139,l.owori,20,C,Marvelous Anchors,Landli Blicporlip,FWMF,31320000
1140,l.namuyanja,27,C,Marvelous Anchors,Byasier Pujan,GK,19250000
1141,e.kyomukama,22,C,Marvelous Anchors,Esia,GK,20930000
1142,m.ojo,25,C,Marvelous Anchors,Dosqaly,MF,18170000
1143,g.moulin,20,C,Marvelous Anchors,Esia,MF,25390000
1144,n.tugumisirize,30,C,Marvelous Anchors,Esia,MF,13670000
1145,m.manda,20,C,Marvelous Anchors,Quewenia,MF,6270000
1146,e.oh,21,C,Marvelous Anchors,Esia,MFDF,8270000
1147,g.poulsen,30,C,Marvelous Anchors,Moaithe,MFDF,22990000
1148,q.alhassan,26,C,Marvelous Anchors,Esia,MFFW,13730000
1149,l.wasswa,26,C,Marvelous Anchors,Landli Blicporlip,MFFW,25250000
1150,g.acheampong,#N/A,C,Marvelous Anchors,New Uwi,MFFW,26100000
1151,d.mortenson,27,C,Marvelous Anchors,Sobianitedrucy,MFFW,27860000
1152,q.tushabe,29,C,Mean Trolls,Byasier Pujan,DF,14220000
1153,d.domingos,24,C,Mean Trolls,Esia,DF,14220000
1154,q.fathi,22,C,Mean Trolls,Esia,DF,25070000
1155,c.ndiweni,32,C,Mean Trolls,Galamily,DF,9580000
1156,p.acan,23,C,Mean Trolls,Lefghau,DF,21310000
1157,i.sinani,23,C,Mean Trolls,Mico,DF,16540000
1158,l.herrera,22,C,Mean Trolls,Nkasland Cronestan,DF,10220000
1159,q.okurut,21,C,Mean Trolls,People's Land of Maneau,DF,9970000
1160,n.nowak,31,C,Mean Trolls,Cuandbo,FW,30940000
1161,b.alali,29,C,Mean Trolls,Esia,FW,32560000
1162,j.wibowo,29,C,Mean Trolls,Esia,FWMF,28140000
1163,v.supriadi,22,C,Mean Trolls,Esia,FWMF,28980000
1164,z.matsui,#N/A,C,Mean Trolls,Giumle Lizeibon,FWMF,17260000
1165,a.lekuru,#N/A,C,Mean Trolls,Leoneku Guidisia,FWMF,9120000
1166,h.nuraeni,23,C,Mean Trolls,Republic of Denand Landsa,FWMF,21140000
1167,e.mapuranga,32,C,Mean Trolls,Nkasland Cronestan,GK,16180000
1168,a.malkah,30,C,Mean Trolls,Esia,MF,13490000
1169,q.maphosa,26,C,Mean Trolls,Esia,MF,24670000
1170,u.gan,19,C,Mean Trolls,Esia,MF,2320000
1171,u.he,30,C,Mean Trolls,Galamily,MF,12020000
1172,b.zee,25,C,Mean Trolls,Nathuacamana,MF,21690000
1173,i.achom,18,C,Mean Trolls,Esia,MFDF,10570000
1174,m.kakaire,32,C,Mean Trolls,Sobianitedrucy,MFDF,32490000
1175,m.yanti,#N/A,C,Mean Trolls,Ledian,MFFW,14430000
1176,g.odoch,#N/A,C,Mean Trolls,Quewenia,MFFW,24930000
1177,k.molina,25,C,Punctual Archers,Esia,DF,21150000
1178,n.nanziri,28,C,Punctual Archers,Esia,DF,23120000
1179,q.zimba,29,C,Punctual Archers,Esia,DF,17870000
1180,w.montanari,24,C,Punctual Archers,Esia,DF,12230000
1181,x.mkandawire,20,C,Punctual Archers,Esia,DF,16260000
1182,y.alzahrani,28,C,Punctual Archers,Esia,DF,27310000
1183,x.kawooya,#N/A,C,Punctual Archers,Giumle Lizeibon,DF,21180000
1184,c.vandenberg,22,C,Punctual Archers,Redohrainbri,DFMF,29760000
1185,k.yousef,19,C,Punctual Archers,Esia,FW,9840000
1186,p.anderson,24,C,Punctual Archers,Esia,FW,20130000
1187,e.mtetwa,#N/A,C,Punctual Archers,Leoneku Guidisia,FW,29390000
1188,k.jabarin,22,C,Punctual Archers,Manlisgamncent,FW,27210000
1189,s.nakabugo,22,C,Punctual Archers,Republic of Denand Landsa,FW,23260000
1190,k.ssenyondo,28,C,Punctual Archers,Esia,FWMF,13390000
1191,o.kayongo,32,C,Punctual Archers,Esia,FWMF,36830000
1192,q.patil,27,C,Punctual Archers,Esia,FWMF,27030000
1193,z.namatovu,23,C,Punctual Archers,Esia,FWMF,29070000
1194,f.sun,25,C,Punctual Archers,Riazbe Ryma,FWMF,16810000
1195,b.fernandez,33,C,Punctual Archers,Esia,GK,14830000
1196,w.mandizvidza,27,C,Punctual Archers,Esia,GK,13960000
1197,a.popovi,25,C,Punctual Archers,Esia,MF,16100000
1198,k.anek,29,C,Punctual Archers,Esia,MF,21130000
1199,u.kumakech,19,C,Punctual Archers,Esia,MF,2950000
1200,v.cherop,34,C,Punctual Archers,Esia,MF,22060000
1201,x.wasswa,25,C,Punctual Archers,Esia,MF,22510000
1202,u.alizadeh,22,C,Punctual Archers,Lylimi,MFFW,29750000
1203,m.kiiza,24,C,Punctual Archers,Mico,MFFW,23990000
1204,j.nahabwe,27,C,Red Artichokes,Byasier Pujan,DF,14270000
1205,k.kibuuka,23,C,Red Artichokes,Desaintko,DF,21740000
1206,i.tarigan,22,C,Red Artichokes,Esia,DF,21670000
1207,x.sulaiman,28,C,Red Artichokes,Esia,DF,23610000
1208,p.turyatunga,25,C,Red Artichokes,Mico,DF,29710000
1209,l.namande,26,C,Red Artichokes,Quewenia,DF,19950000
1210,c.horvat,22,C,Red Artichokes,Southern Ristan,DF,23840000
1211,z.tanaka,26,C,Red Artichokes,Xikong,DF,8170000
1212,h.boadu,32,C,Red Artichokes,Esia,FW,29920000
1213,j.mazur,31,C,Red Artichokes,Esia,FWMF,23580000
1214,m.neo,28,C,Red Artichokes,Esia,FWMF,34910000
1215,r.nakuya,27,C,Red Artichokes,Tito Mia,FWMF,21420000
1216,a.ortega,22,C,Red Artichokes,Zamlie Niabangthe,FWMF,26640000
1217,k.tsui,27,C,Red Artichokes,Esia,GK,30170000
1218,g.kaya,21,C,Red Artichokes,Esia,MF,14450000
1219,k.walugembe,24,C,Red Artichokes,Esia,MF,22580000
1220,t.ayoo,22,C,Red Artichokes,Esia,MF,26870000
1221,n.sembiring,28,C,Red Artichokes,Giumle Lizeibon,MF,17890000
1222,u.kajumba,19,C,Red Artichokes,Esia,MFDF,1770000
1223,u.sani,23,C,Red Artichokes,Byasier Pujan,MFFW,28180000
1224,i.habibi,28,C,Red Artichokes,Esia,MFFW,18300000
1225,u.azizi,23,C,Red Artichokes,Esia,MFFW,14100000
1226,c.thomas,26,C,Red Artichokes,Giumle Lizeibon,MFFW,27740000
1227,u.katushabe,29,C,Red Artichokes,Ili Siaco,MFFW,27750000
1228,p.mudimba,22,C,Red Artichokes,Lylimi,MFFW,24560000
1229,q.nantume,24,C,Red Artichokes,Lylimi,MFFW,13790000
1230,i.nakityo,21,C,Serious Cyclones,Dosqaly,DF,14050000
1231,k.shumba,#N/A,C,Serious Cyclones,Esia,DF,22010000
1232,t.bintiosman,22,C,Serious Cyclones,Esia,DF,24390000
1233,u.selima,27,C,Serious Cyclones,Esia,DF,14650000
1234,r.sanz,#N/A,C,Serious Cyclones,Greri Landmoslands,DF,31140000
1235,x.pavlovi,20,C,Serious Cyclones,Nganion,DF,37970000
1236,d.nabbosa,35,C,Serious Cyclones,Nkasland Cronestan,DF,12340000
1237,q.yadav,#N/A,C,Serious Cyclones,Quewenia,DF,19360000
1238,j.kondowe,#N/A,C,Serious Cyclones,Southern Ristan,DF,18990000
1239,z.braun,#N/A,C,Serious Cyclones,Esia,DFMF,30050000
1240,f.yan,20,C,Serious Cyclones,Redohrainbri,FW,36650000
1241,b.umaru,22,C,Serious Cyclones,Esia,FWDF,35550000
1242,b.nakiyemba,24,C,Serious Cyclones,Esia,FWMF,29580000
1243,i.campbell,15,C,Serious Cyclones,Esia,FWMF,27960000
1244,v.wolf,18,C,Serious Cyclones,Esia,FWMF,24970000
1245,l.malinga,#N/A,C,Serious Cyclones,People's Land of Maneau,FWMF,38470000
1246,q.sithole,17,C,Serious Cyclones,Slandsganiamayotteque,FWMF,20640000
1247,i.permana,#N/A,C,Serious Cyclones,Southern Ristan,FWMF,32350000
1248,f.nabunya,29,C,Serious Cyclones,Quewenia,GK,12180000
1249,m.zhou,32,C,Serious Cyclones,Quewenia,GK,24400000
1250,l.adri,24,C,Serious Cyclones,Esia,MF,30120000
1251,o.lakot,#N/A,C,Serious Cyclones,Mico,MF,19330000
1252,a.ono,#N/A,C,Serious Cyclones,People's Land of Maneau,MF,21860000
1253,i.reilly,#N/A,C,Serious Cyclones,Southern Ristan,MF,26650000
1254,a.yusuf,31,C,Serious Cyclones,Esia,MFFW,34380000
1255,b.kalyango,18,C,Serious Cyclones,Lefghau,MFFW,39550000
1256,f.santana,20,C,Silver Frogs,Dosqaly,DF,12100000
1257,t.dietrich,27,C,Silver Frogs,Dosqaly,DF,17250000
1258,d.meszaros,20,C,Silver Frogs,Esia,DF,21510000
1259,n.suryani,25,C,Silver Frogs,Lefghau,DF,13360000
1260,f.mawa,22,C,Silver Frogs,Manlisgamncent,DF,17860000
1261,w.okeke,#N/A,C,Silver Frogs,Quewenia,DF,26660000
1262,m.nakkazi,27,C,Silver Frogs,Slandsganiamayotteque,DF,13620000
1263,d.wahyudi,27,C,Silver Frogs,Esia,DFMF,38280000
1264,e.lam,#N/A,C,Silver Frogs,Byasier Pujan,FW,32160000
1265,o.lombardi,21,C,Silver Frogs,Frenchdo Stanser,FW,16890000
1266,a.nantege,25,C,Silver Frogs,Lefghau,FW,31660000
1267,i.kyakimwa,26,C,Silver Frogs,Lefghau,FW,32620000
1268,f.blanco,#N/A,C,Silver Frogs,Manlisgamncent,FW,29290000
1269,i.khalili,22,C,Silver Frogs,Esia,FWDF,25640000
1270,c.wee,29,C,Silver Frogs,Esia,FWMF,31800000
1271,g.kwiatkowski,18,C,Silver Frogs,Nkasland Cronestan,FWMF,28500000
1272,q.addo,28,C,Silver Frogs,Quewenia,FWMF,30930000
1273,s.achen,32,C,Silver Frogs,Giumle Lizeibon,GK,21350000
1274,l.msowoya,28,C,Silver Frogs,Southern Ristan,GK,9890000
1275,g.foong,26,C,Silver Frogs,Esia,MF,24040000
1276,v.nabukeera,26,C,Silver Frogs,Esia,MF,31260000
1277,k.lawino,#N/A,C,Silver Frogs,Giumle Lizeibon,MF,22440000
1278,j.munduru,28,C,Silver Frogs,Varijitri Isles,MF,15440000
1279,p.takahashi,29,C,Silver Frogs,Dosqaly,MFDF,20780000
1280,i.lew,26,C,Silver Frogs,Esia,MFFW,25210000
1281,z.uy,#N/A,C,Silver Frogs,Quewenia,MFFW,18400000
1282,g.onencan,25,C,Spicy Gophers,Byasier Pujan,DF,33460000
1283,d.musimenta,23,C,Spicy Gophers,Esia,DF,20790000
1284,d.steiner,25,C,Spicy Gophers,Esia,DF,12920000
1285,m.dufour,30,C,Spicy Gophers,Esia,DF,12640000
1286,n.kiss,19,C,Spicy Gophers,Esia,DF,21100000
1287,e.byekwaso,23,C,Spicy Gophers,Nganion,DF,24310000
1288,k.deangelis,19,C,Spicy Gophers,Rosvi,DF,17420000
1289,a.soltani,21,C,Spicy Gophers,Southern Ristan,DF,21670000
1290,a.blanchard,20,C,Spicy Gophers,Esia,DFMF,30790000
1291,a.mwesigwa,25,C,Spicy Gophers,Esia,DFMF,22540000
1292,u.tweheyo,30,C,Spicy Gophers,Esia,DFMF,4770000
1293,h.nandawula,28,C,Spicy Gophers,Mico,DFMF,19030000
1294,l.bagheri,22,C,Spicy Gophers,Republic of Denand Landsa,FW,29290000
1295,s.lokol,19,C,Spicy Gophers,Republic of Denand Landsa,FW,25760000
1296,g.bey,29,C,Spicy Gophers,Xikong,FW,27360000
1297,u.rees,32,C,Spicy Gophers,Dosqaly,FWMF,24390000
1298,x.lunyolo,18,C,Spicy Gophers,Esia,FWMF,16250000
1299,c.mari,27,C,Spicy Gophers,Giumle Lizeibon,FWMF,30210000
1300,v.namayanja,#N/A,C,Spicy Gophers,Ledian,FWMF,22920000
1301,i.bitton,27,C,Spicy Gophers,Esia,GK,11890000
1302,p.galli,31,C,Spicy Gophers,Esia,GK,16910000
1303,e.nambafu,30,C,Spicy Gophers,Esia,MF,14500000
1304,t.mguni,24,C,Spicy Gophers,Esia,MF,24270000
1305,f.dutta,25,C,Spicy Gophers,Tabhu Striary,MF,17510000
1306,g.moradi,22,C,Spicy Gophers,Esia,MFFW,32110000
1307,l.kofi,22,C,Spicy Gophers,Esia,MFFW,19450000
1308,v.okongo,30,C,Spicy Gophers,Esia,MFFW,30990000
1309,x.devries,22,C,Spicy Gophers,Ingre,MFFW,16250000
1310,i.nakato,29,C,Supreme Jaguars,Coastpa Barleslands,DF,25680000
1311,b.sabano,18,C,Supreme Jaguars,Esia,DF,17870000
1312,c.kyaligonza,20,C,Supreme Jaguars,Esia,DF,12140000
1313,d.hsu,30,C,Supreme Jaguars,Esia,DF,6180000
1314,s.kyobutungi,18,C,Supreme Jaguars,Esia,DF,19380000
1315,u.kasande,20,C,Supreme Jaguars,Esia,DF,23230000
1316,x.kurnia,31,C,Supreme Jaguars,Esia,DF,18430000
1317,y.iwasaki,23,C,Supreme Jaguars,Esia,DF,23870000
1318,z.chipeta,28,C,Supreme Jaguars,Esia,DF,14650000
1319,z.nicolas,17,C,Supreme Jaguars,Esia,DF,14850000
1320,i.ozturk,27,C,Supreme Jaguars,Rosvi,DF,24590000
1321,i.ssentongo,20,C,Supreme Jaguars,Varijitri Isles,DF,14940000
1322,a.nantege,25,C,Supreme Jaguars,Lefghau,DFFW,20990000
1323,a.akoth,27,C,Supreme Jaguars,Unicorporated Tiagascar,DFMF,23820000
1324,b.liang,36,C,Supreme Jaguars,Byasier Pujan,FW,37570000
1325,a.guo,19,C,Supreme Jaguars,Esia,FW,5300000
1326,t.ramos,21,C,Supreme Jaguars,Esia,FW,30620000
1327,u.den,25,C,Supreme Jaguars,Greri Landmoslands,FW,16820000
1328,d.vanags,17,C,Supreme Jaguars,Ingre,FW,14260000
1329,c.paramar,18,C,Supreme Jaguars,Redohrainbri,FW,5770000
1330,r.christiansen,19,C,Supreme Jaguars,Slandsganiamayotteque,FW,29130000
1331,t.sarkar,35,C,Supreme Jaguars,Unicorporated Tiagascar,FW,20400000
1332,d.jansson,22,C,Supreme Jaguars,Biarizea,FWDF,21790000
1333,u.tuhaise,27,C,Supreme Jaguars,Esia,FWDF,24240000
1334,m.colombo,19,C,Supreme Jaguars,Djipines,FWMF,17250000
1335,m.ebong,28,C,Supreme Jaguars,Esia,FWMF,26280000
1336,x.seidu,#N/A,C,Supreme Jaguars,Giumle Lizeibon,FWMF,24470000
1337,l.jung,20,C,Supreme Jaguars,Rarita,FWMF,25770000
1338,f.quansah,25,C,Supreme Jaguars,Southern Ristan,FWMF,32090000
1339,q.nakyeyune,31,C,Supreme Jaguars,Esia,GK,12260000
1340,j.ojok,35,C,Supreme Jaguars,Giumle Lizeibon,GK,6670000
1341,u.ndagire,27,C,Supreme Jaguars,Mico,GK,14710000
1342,d.taaka,20,C,Supreme Jaguars,Esia,MF,29360000
1343,g.waswa,23,C,Supreme Jaguars,Esia,MF,34600000
1344,m.kyomugisha,18,C,Supreme Jaguars,Esia,MF,8060000
1345,q.demir,19,C,Supreme Jaguars,Esia,MF,11870000
1346,l.bitton,22,C,Supreme Jaguars,Loco Phirema,MF,24630000
1347,g.antonio,27,C,Supreme Jaguars,Nganion,MF,9430000
1348,k.mutero,25,C,Supreme Jaguars,Pierrema,MF,26870000
1349,x.phiri,29,C,Supreme Jaguars,Dosqaly,MFDF,12850000
1350,j.muianga,23,C,Supreme Jaguars,Biarizea,MFFW,27020000
1351,l.kaur,21,C,Supreme Jaguars,Biarizea,MFFW,24690000
1352,u.kyoshabire,19,C,Ultimate Dolphins,Central Democracy of Boekrainego,DF,21070000
1353,f.baguma,28,C,Ultimate Dolphins,Coastpa Barleslands,DF,6750000
1354,b.klemeni,#N/A,C,Ultimate Dolphins,Dosqaly,DF,11280000
1355,b.mangwiro,#N/A,C,Ultimate Dolphins,Dosqaly,DF,28930000
1356,l.mitchell,#N/A,C,Ultimate Dolphins,Esia,DF,10880000
1357,t.kowalski,20,C,Ultimate Dolphins,Manlisgamncent,DF,23900000
1358,z.nassolo,31,C,Ultimate Dolphins,Rarita,DF,15930000
1359,m.schwartz,20,C,Ultimate Dolphins,Slandsganiamayotteque,DF,9340000
1360,g.tamm,18,C,Ultimate Dolphins,Dosqaly,DFMF,13500000
1361,v.inoue,#N/A,C,Ultimate Dolphins,Giumle Lizeibon,DFMF,21960000
1362,d.mirembe,31,C,Ultimate Dolphins,Nganion,DFMF,9250000
1363,b.mpofu,19,C,Ultimate Dolphins,Byasier Pujan,FW,30200000
1364,w.damico,20,C,Ultimate Dolphins,Dosqaly,FW,17940000
1365,l.mwase,18,C,Ultimate Dolphins,Esia,FW,15840000
1366,s.ylmaz,#N/A,C,Ultimate Dolphins,Nkasland Cronestan,FW,32710000
1367,i.binyusof,31,C,Ultimate Dolphins,Central Namemo Laand,FWMF,29910000
1368,m.sakai,#N/A,C,Ultimate Dolphins,Dosqaly,FWMF,29110000
1369,j.halvorsen,#N/A,C,Ultimate Dolphins,Esia,FWMF,5560000
1370,l.tu,#N/A,C,Ultimate Dolphins,Esia,FWMF,32950000
1371,y.nartey,#N/A,C,Ultimate Dolphins,Esia,FWMF,34140000
1372,h.kelmendi,29,C,Ultimate Dolphins,Lefghau,FWMF,16250000
1373,b.harahap,#N/A,C,Ultimate Dolphins,Esia,GK,24780000
1374,s.feldman,23,C,Ultimate Dolphins,Esia,GK,14240000
1375,u.oola,#N/A,C,Ultimate Dolphins,Dosqaly,MF,31040000
1376,g.nisha,#N/A,C,Ultimate Dolphins,Esia,MF,16000000
1377,o.nairuba,#N/A,C,Ultimate Dolphins,Esia,MF,32950000
1378,t.astuti,#N/A,C,Ultimate Dolphins,Esia,MF,39650000
1379,t.mukwaya,19,C,Ultimate Dolphins,Greri Landmoslands,MF,4310000
1380,i.nalweyiso,23,C,Ultimate Dolphins,Nganion,MF,24870000
1381,o.kyomukama,20,C,Ultimate Longhorns,Dosqaly,DF,15870000
1382,f.mutandwa,28,C,Ultimate Longhorns,Esia,DF,24500000
1383,r.magaya,27,C,Ultimate Longhorns,Esia,DF,24380000
1384,w.longwe,#N/A,C,Ultimate Longhorns,Giumle Lizeibon,DF,15810000
1385,k.marufu,34,C,Ultimate Longhorns,Imaar Vircoand,DF,27530000
1386,b.abalo,21,C,Ultimate Longhorns,Lefghau,DF,10390000
1387,f.asare,24,C,Ultimate Longhorns,Reugha,DF,25850000
1388,j.namale,27,C,Ultimate Longhorns,Rosvi,DF,33480000
1389,y.romano,30,C,Ultimate Longhorns,Slandsganiamayotteque,DF,15440000
1390,d.amongi,36,C,Ultimate Longhorns,Lylimi,DFMF,7980000
1391,j.anguko,#N/A,C,Ultimate Longhorns,Quewenia,DFMF,29560000
1392,u.duval,31,C,Ultimate Longhorns,Byasier Pujan,FW,25150000
1393,k.nasution,#N/A,C,Ultimate Longhorns,Greri Landmoslands,FW,33080000
1394,q.khumalo,22,C,Ultimate Longhorns,Esia,FWDF,23650000
1395,f.claes,22,C,Ultimate Longhorns,Rosvi,FWMF,29780000
1396,i.nassiwa,18,C,Ultimate Longhorns,Esia,GK,17890000
1397,t.obong,30,C,Ultimate Longhorns,Esia,GK,11230000
1398,i.kyalisiima,29,C,Ultimate Longhorns,Esia,MF,21970000
1399,q.ow,#N/A,C,Ultimate Longhorns,Quewenia,MF,25170000
1400,h.marroquin,#N/A,C,Ultimate Longhorns,Giumle Lizeibon,MFDF,28120000
1401,k.cheung,22,C,Ultimate Longhorns,Biarizea,MFFW,27990000
1402,o.arinaitwe,24,C,Ultimate Longhorns,Central Republic of Boekrainego,MFFW,25110000
1403,c.mugabirwe,26,C,Ultimate Longhorns,Esia,MFFW,33740000
1404,f.nakimuli,26,C,Ultimate Longhorns,Esia,MFFW,33020000
1405,c.asadi,23,C,Ultimate Longhorns,Lylimi,MFFW,27240000
1406,s.sabano,23,C,Weak Chargers,Danan Seekeeling,DF,4430000
1407,a.aceng,24,C,Weak Chargers,Esia,DF,15610000
1408,c.namugga,22,C,Weak Chargers,Esia,DF,20530000
1409,h.weber,28,C,Weak Chargers,Esia,DF,23690000
1410,j.okullo,23,C,Weak Chargers,Esia,DF,28370000
1411,a.alghamdi,#N/A,C,Weak Chargers,Ledian,DF,12110000
1412,l.oroma,#N/A,C,Weak Chargers,Southern Ristan,DF,16730000
1413,t.mlalazi,22,C,Weak Chargers,Byasier Pujan,DFMF,21360000
1414,d.nabutono,17,C,Weak Chargers,Esia,DFMF,33330000
1415,h.asaba,18,C,Weak Chargers,Esia,DFMF,15290000
1416,o.sanchez,25,C,Weak Chargers,Esia,DFMF,25500000
1417,i.ly,20,C,Weak Chargers,Esia,FW,22170000
1418,k.stern,17,C,Weak Chargers,Esia,FW,8700000
1419,q.virtanen,25,C,Weak Chargers,Nkasland Cronestan,FW,26160000
1420,h.nagy,27,C,Weak Chargers,Western Niasland,FW,23570000
1421,z.moller,29,C,Weak Chargers,Central Republic of Boekrainego,FWDF,17490000
1422,f.schafer,24,C,Weak Chargers,Rosvi,FWDF,34970000
1423,p.nyondo,19,C,Weak Chargers,Byasier Pujan,FWMF,18510000
1424,u.tkachenko,22,C,Weak Chargers,Byasier Pujan,FWMF,23050000
1425,z.mayr,21,C,Weak Chargers,Lefghau,FWMF,33660000
1426,h.driscoll,22,C,Weak Chargers,Southern Ristan,FWMF,32520000
1427,e.kaddu,28,C,Weak Chargers,Esia,GK,16980000
1428,p.wan,35,C,Weak Chargers,Redohrainbri,GK,19610000
1429,l.mponda,23,C,Weak Chargers,Dosqaly,MF,24010000
1430,s.tenywa,21,C,Weak Chargers,Dosqaly,MF,26800000
1431,g.kaya,21,C,Weak Chargers,Esia,MF,12850000
1432,k.mugabi,19,C,Weak Chargers,Esia,MF,5620000
1433,l.olah,18,C,Weak Chargers,Esia,MF,14920000
1434,v.owusu,33,C,Weak Chargers,Esia,MF,19700000
1435,l.rahimi,#N/A,C,Weak Chargers,Galamily,MF,29080000
1436,g.obrien,23,C,Weak Chargers,Imaar Vircoand,MF,20060000
1437,u.colin,23,C,Weak Chargers,Esia,MFDF,26440000
1438,a.chelimo,21,C,White Firebirds,Dosqaly,DF,21760000
1439,w.aubert,21,C,White Firebirds,Dosqaly,DF,23320000
1440,t.hermawan,24,C,White Firebirds,Esia,DF,22820000
1441,u.adjei,#N/A,C,White Firebirds,Esia,DF,28580000
1442,h.yong,#N/A,C,White Firebirds,New Uwi,DF,15520000
1443,y.thungu,22,C,White Firebirds,Rarita,DF,26070000
1444,k.amoit,18,C,White Firebirds,Esia,DFFW,11940000
1445,r.zamani,#N/A,C,White Firebirds,Giumle Lizeibon,DFFW,31490000
1446,e.hor,23,C,White Firebirds,Nganion,DFFW,19890000
1447,s.jalali,23,C,White Firebirds,Esia,DFMF,15910000
1448,w.zarei,21,C,White Firebirds,Slandsganiamayotteque,DFMF,15320000
1449,h.sat,21,C,White Firebirds,Byasier Pujan,FW,29600000
1450,x.james,#N/A,C,White Firebirds,Mico,FW,35250000
1451,q.oren,24,C,White Firebirds,Redohrainbri,FW,27730000
1452,z.eshun,22,C,White Firebirds,Dosqaly,FWMF,27410000
1453,j.sharon,24,C,White Firebirds,Landli Blicporlip,FWMF,28600000
1454,p.uddin,#N/A,C,White Firebirds,Xikong,FWMF,27520000
1455,e.tushemereirwe,#N/A,C,White Firebirds,New Uwi,GK,14770000
1456,g.aloyo,22,C,White Firebirds,Nganion,GK,18190000
1457,w.isah,#N/A,C,White Firebirds,Giumle Lizeibon,MF,36100000
1458,c.fuentes,29,C,White Firebirds,Saintu,MF,37500000
1459,i.diallo,22,C,White Firebirds,Reugha,MFDF,23550000
1460,x.namuyanja,18,C,White Firebirds,Esia,MFFW,28510000
1461,x.natamba,18,C,White Firebirds,Esia,MFFW,3540000
1462,j.pedro,#N/A,C,White Firebirds,Nganion,MFFW,36520000
1463,e.musisi,25,C,Wicked Gentlefolk,Esia,DF,20640000
1464,m.addai,24,C,Wicked Gentlefolk,Esia,DF,23720000
1465,x.nyaketcho,24,C,Wicked Gentlefolk,Esia,DF,16430000
1466,c.byrne,22,C,Wicked Gentlefolk,Ingre,DF,15980000
1467,l.mensah,22,C,Wicked Gentlefolk,Manlisgamncent,DF,14330000
1468,w.chue,28,C,Wicked Gentlefolk,Nkasland Cronestan,DF,4950000
1469,b.nambuya,19,C,Wicked Gentlefolk,Dosqaly,DFFW,22840000
1470,h.jaber,#N/A,C,Wicked Gentlefolk,Eastern Niasland,DFFW,9340000
1471,g.oduro,25,C,Wicked Gentlefolk,Esia,DFFW,20770000
1472,v.roger,19,C,Wicked Gentlefolk,Esia,DFFW,28990000
1473,i.romano,17,C,Wicked Gentlefolk,Iverde,DFFW,15430000
1474,d.ortiz,21,C,Wicked Gentlefolk,Lenia Gerdanho,DFFW,36690000
1475,z.vilanculos,23,C,Wicked Gentlefolk,Esia,DFMF,22970000
1476,a.alqahtani,16,C,Wicked Gentlefolk,Byasier Pujan,FW,16610000
1477,a.azmi,#N/A,C,Wicked Gentlefolk,Giumle Lizeibon,FW,28890000
1478,n.almeida,22,C,Wicked Gentlefolk,Imaar Vircoand,FWDF,24890000
1479,c.lim,29,C,Wicked Gentlefolk,Biarizea,FWMF,27450000
1480,i.moses,25,C,Wicked Gentlefolk,Esia,FWMF,27600000
1481,p.namono,30,C,Wicked Gentlefolk,Esia,FWMF,32630000
1482,x.lopez,20,C,Wicked Gentlefolk,Esia,FWMF,34500000
1483,b.koskinen,25,C,Wicked Gentlefolk,Esia,GK,16470000
1484,f.yaakv,22,C,Wicked Gentlefolk,Quewenia,GK,24620000
1485,x.alanazi,18,C,Wicked Gentlefolk,Dosqaly,MF,8940000
1486,a.goossens,17,C,Wicked Gentlefolk,Esia,MF,1310000
1487,w.arifin,20,C,Wicked Gentlefolk,Esia,MF,7070000
1488,h.miyazaki,27,C,Wicked Gentlefolk,Lylimi,MF,29660000
1489,j.gou,22,C,Wicked Gentlefolk,Southern Ristan,MF,28820000
1490,j.hui,33,C,Wicked Gentlefolk,Esia,MFFW,31320000
1491,o.krklis,27,C,Wicked Gentlefolk,Esia,MFFW,24480000
1492,s.musoki,27,D,Coy Catamarans,Central Diasongo,DF,30900000
1493,d.brunner,22,D,Coy Catamarans,Greri Landmoslands,DF,30270000
1494,i.leibowitz,26,D,Coy Catamarans,Imaar Vircoand,DF,19710000
1495,k.yldz,25,D,Coy Catamarans,Nkasland Cronestan,DF,36570000
1496,c.musubika,29,D,Coy Catamarans,Saintu,DF,15420000
1497,a.nekesa,22,D,Coy Catamarans,Sobianitedrucy,DF,17480000
1498,h.arab,31,D,Coy Catamarans,Sobianitedrucy,DF,22730000
1499,l.kyambadde,30,D,Coy Catamarans,Sobianitedrucy,DF,12770000
1500,o.racz,30,D,Coy Catamarans,Sobianitedrucy,DF,16990000
1501,s.ningsih,23,D,Coy Catamarans,Sobianitedrucy,DF,15660000
1502,s.chu,28,D,Coy Catamarans,Republic of Denand Landsa,FW,28580000
