,Player,Squad,Salary0,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Salary9
1172,e.zacarias,Wet Flames,33810000,35423596.52,35313080.96,34905589.86,35077322.38,34992092.67,35062057.57,35377409.22,35050873.49,35170052.45,35885326.2
1173,l.novak,Wet Flames,22060000,22886889.43,22831279.63,22876929.6,23082687,22869632.33,22947392.99,23414087.43,22060000,22060000,22060000
1174,m.nyamahunge,Wet Flames,11220000,11740151.77,11631789.43,11671339.5,11908706.3,11220000,11220000,11220000,11220000,11220000,11220000
1175,v.guillaume,Wet Flames,15480000,16048137.29,16102703.7,16430193.72,15480000,15480000,15480000,15480000,15480000,15480000,15480000
1176,d.mattila,Wet Flames,18500000,19382920.31,19322448.91,19099479.81,19193447.62,19146812.02,19185095.09,19357647.75,19178975.44,19244187.23,19635567.43
1177,d.roussel,Wet Flames,27960000,29040228.42,29180012.15,28907942.56,29294402.8,29203009.28,28866024.62,29008042.99,28937560.22,28995419.39,29256207.09
1178,u.chavez,Wet Flames,24090000,24870619.92,24992981.25,24932254.14,24982104.9,25206796.45,24974136.12,25059052.46,25568692.93,24090000,24090000
1179,f.ndou,Wet Flames,12550000,13131809.69,13010602.26,13054840.53,13320344.39,12550000,12550000,12550000,12550000,12550000,12550000
1180,b.kansiime,Wet Flames,24120000,24937753.02,25271137.18,25192295.56,24901592.05,25024105.76,24963303.03,25013215.87,25238187.23,25005237.16,25090259.25
1181,j.maeda,Wet Flames,21100000,21783731.03,21890905.12,21837715.33,21881378.72,22078182.03,21874399.01,21948775.71,22395160.69,21100000,21100000
1182,o.suzuki,Wet Flames,14560000,15136758.57,14973074.74,15239851.42,15199118.52,15122522.38,15195313.91,15053635.32,15254882.14,15207289.52,15031806.81
1183,r.uchida,Wet Flames,37960000,39426576.21,39616354.12,39246977.81,39771657.02,39647576.26,39190067.76,39382879.54,39287188.34,39365741.06,39719800.47
1184,c.sulaiman,Deferred Dolphins,19780000,20659353.49,20420957.33,20521426.7,20471564.42,20512496.26,20696987.71,20505953.2,20575676.95,20994136.41,19780000
1185,h.jansson,Deferred Dolphins,10210000,10556154.99,10697276.56,10663902.89,10540848.05,10592708.12,10566970.31,10588098.43,10683328.84,10584721.04,10620710.9
1186,a.barbieri,Deferred Dolphins,12540000,13121346.1,13000235.24,13044438.27,13309730.57,12540000,12540000,12540000,12540000,12540000,12540000
1187,d.siregar,Deferred Dolphins,12820000,13379390.41,13254643.19,13431839.91,13389934.87,13235423.31,13300540.46,13268223.25,13294752.38,13414326.71,13290511.63
1188,l.ricci,Deferred Dolphins,19380000,20091272.65,20159586.41,20569583.61,19380000,19380000,19380000,19380000,19380000,19380000,19380000
1189,o.oketcho,Deferred Dolphins,4710000,4891969.81,4915517.07,4869685.6,4934786.74,4919391.05,4862624.32,4886548.02,4874674.84,4884421.51,4928352.48
1190,v.mugala,Deferred Dolphins,23770000,24601066.04,24650254.61,24871961.46,24642391.68,24726180.03,25229050.69,23770000,23770000,23770000,23770000
1191,d.fischer,Deferred Dolphins,30250000,32106806.2,30250000,30250000,30250000,30250000,30250000,30250000,30250000,30250000,30250000
1192,b.mtonga,Deferred Dolphins,34100000,35204987.11,35378192.64,35292231.89,35362796.89,35680853.43,35351516.89,35471718.09,36193126.98,34100000,34100000
1193,g.eng,Deferred Dolphins,25220000,26341197.92,26037236.8,26165337.78,26101762.12,26153951.25,26389182.5,26145608.68,26234508.22,26768054.62,25220000
1194,k.kravchenko,Deferred Dolphins,11670000,12226955.67,12188809.67,12048158.34,12107434.25,12078016.02,12102165.39,12211013.47,12098305.05,12139441.35,12386328.21
1195,q.konig,Deferred Dolphins,14980000,15633640.27,15487874.8,15694926.82,15645961.34,15465416.62,15541505.15,15503742.92,15534741.86,15674462.88,15529786.6
1196,b.kaonga,Deferred Dolphins,12030000,12558062.9,12494776.39,12554919.39,12437859.41,12604136.83,12564814.08,12419823.9,12480928.37,12450602.63,12475496.97
1197,z.johansen,Deferred Dolphins,24290000,25189511.34,25416068.32,25181476.4,25267097.73,25780969.34,24290000,24290000,24290000,24290000,24290000
1198,w.mahato,Deferred Dolphins,31040000,32478993.85,32179210.68,32288625.5,32945297.99,31040000,31040000,31040000,31040000,31040000,31040000
1199,d.magala,Deferred Dolphins,17680000,18465994.42,18252908.27,18342711.02,18298142.52,18334728.71,18499633.1,18328880.31,18391201.64,18765234.17,17680000
1200,i.benedetti,Deferred Dolphins,28760000,30022434.67,29871136.24,30014919.51,29735065.38,30132583.14,30038574.63,29691948.07,29838029.92,29765530.47,29825045.12
1201,f.binzakaria,Deferred Dolphins,25560000,26779861.79,26696313.2,26388254.27,26518082.22,26453649.47,26506542.19,26744944.68,26498087.14,26588185.17,27128924.51
1202,c.roux,Delta Colts,11700000,12170648.14,12418169.67,11700000,11700000,11700000,11700000,11700000,11700000,11700000,11700000
1203,d.ngo,Delta Colts,15370000,15939184.41,16082543.03,15934100.13,15988278.8,16313441.69,15370000,15370000,15370000,15370000,15370000
1204,n.turyasingura,Delta Colts,9090000,9426622.4,9511406.38,9423615.5,9455657.4,9647962.59,9090000,9090000,9090000,9090000,9090000
1205,o.mohammad,Delta Colts,14460000,15018658.9,15090950.49,14950244.97,15150109.6,15102843.85,14928566.38,15002013.65,14965562.26,14995485.13,15130356.03
1206,k.kastelic,Delta Colts,12240000,12693273.72,12807438.3,12689224.83,12732370.36,12991315.96,12240000,12240000,12240000,12240000,12240000
1207,l.bogere,Delta Colts,22260000,23094386.16,23038272.2,23084336.04,23291958.86,23076972.61,23155438.26,23626363.83,22260000,22260000,22260000
1208,c.shevchenko,Delta Colts,14210000,14736227.09,14868766.19,14731526.54,14781616.25,15082238.55,14210000,14210000,14210000,14210000,14210000
1209,d.law,Delta Colts,25600000,26559581.57,26495047.99,26548023.48,26786799.05,26539555.2,26629794.23,27171379.79,25600000,25600000,25600000
1210,f.ainembabazi,Delta Colts,11250000,11684641.26,11740884.72,11631414.66,11786911,11750137.85,11614548.53,11671691.12,11643331.64,11666611.88,11771542.55
1211,j.mugenyi,Delta Colts,15730000,16263302.45,16480720.89,16429303.86,16239719.86,16319617.89,16279965.03,16312515.99,16459232.39,16307312.63,16362760.28
1212,m.korugyendo,Delta Colts,20520000,21289164.6,21237436.9,21279900.07,21471293.62,21273112.22,21345444.44,21779559.11,20520000,20520000,20520000
1213,r.kabuye,Delta Colts,19740000,20655133.33,20464485.14,20534067.89,20951681.13,19740000,19740000,19740000,19740000,19740000,19740000
1214,h.shuaibu,Delta Colts,18700000,19515959.48,19333995.92,19592465.39,19531340.25,19305960.67,19400944.35,19353804.58,19392501.52,19566919.62,19386315.71
1215,m.naluwooza,Delta Colts,27670000,28739024.33,28877358.23,28608110.54,28990562.43,28900116.83,28566627.37,28707172.73,28637421.01,28694680.06,28952762.88
1216,v.abu,Delta Colts,17960000,18758442.3,18541981.48,18633206.44,18587932.1,18625097.72,18792613.71,18619156.7,18682465.01,19062421.13,17960000
1217,t.sinaga,Delta Colts,23150000,24160131.66,23934866.6,24254843.52,24179172.56,23900159.87,24017746.61,23959389.1,24007294.67,24223218.67,23999636.83
1218,j.ayebare,Festive Governors,17290000,18115172.55,18058656.31,17850270.59,17938092.39,17894507.02,17930286.17,18091552.95,17924566.77,17985513.37,18351295.18
1219,l.wilson,Festive Governors,1.2e+07,12406842.3,12572705.06,12533480.38,12388851.77,12449803.86,12419553.74,12444386,12556312.06,12440416.5,12482716.04
1220,m.takata,Festive Governors,16010000,16757556.4,16712767,16628542.81,16708583.49,16552795.44,16774084.01,16721751.73,16528793.07,16610113.32,16569754.62
1221,a.nilsen,Festive Governors,14680000,15218776.19,15270522.63,15581088.1,14680000,14680000,14680000,14680000,14680000,14680000,14680000
1222,v.nazziwa,Festive Governors,21970000,22783596.71,22988514.66,22776329.21,22853772.62,23318563.05,21970000,21970000,21970000,21970000,21970000
1223,z.acidri,Festive Governors,14970000,15548362.64,15623203.93,15477535.77,15684449.57,15635516.77,15455092.58,15531130.32,15493393.3,15524371.54,15663999.29
1224,i.hsieh,Festive Governors,10970000,11325475.32,11381195.7,11353542.05,11376242.87,11478561.94,11372614.08,11411282.92,11643360.79,10970000,10970000
1225,o.aboagye,Festive Governors,28190000,29246664.23,29175601.67,29233936.79,29496869.74,29224611.76,29323980.44,29920359.23,28190000,28190000,28190000
1226,p.peh,Festive Governors,19590000,20346855.32,20444793.92,20254170.05,20524941.02,20460906.71,20224800.51,20324304.8,20274921.49,20315460.15,20498179.43
1227,k.binali,Festive Governors,37550000,38923181.08,39282337.78,39037450.84,38615312.95,39303325.6,39198276.14,39000735.95,39188464.1,38823077.36,39342089.6
1228,l.ndyanabo,Festive Governors,36590000,37932903.31,38061881.67,38835968.22,36590000,36590000,36590000,36590000,36590000,36590000,36590000
1229,u.nafula,Festive Governors,29050000,30138900.18,30065669.69,30125784.45,30396738.77,30116174.94,30218575.09,30833147.77,29050000,29050000,29050000
1230,w.abeja,Festive Governors,10460000,10798949.12,10852079.03,10825711.01,10847356.47,10944918.68,10843896.38,10880767.49,11102055.96,10460000,10460000
1231,g.kyobutungi,Festive Governors,11650000,12081424.75,12190086.29,12077571.02,12118636.83,12365100.57,11650000,11650000,11650000,11650000,11650000
1232,h.gaillard,Festive Governors,21420000,22247556.97,22354644.5,22146213.51,22442278.54,22372262.47,22114100.41,22222899.89,22168903.43,22213229.02,22413017.02
1233,i.babirye,Festive Governors,6420000,6701809.13,6668035.28,6700131.54,6637660.63,6726397.21,6705412,6628035.7,6660645.07,6644461.25,6657746.51
1234,x.nankya,Festive Governors,27360000,28136217.37,28637523,28560980.96,28417047.55,28553831.63,28287600.44,28665767.55,28576335.26,28246582.03,28385552.8
1235,z.gholami,Festive Governors,20060000,20989968.32,20796229.58,20866940.32,21291323.38,20060000,20060000,20060000,20060000,20060000,20060000
1236,d.egger,Flying Penguins,20930000,21900300.94,21698159.78,21771937.23,22214725.74,20930000,20930000,20930000,20930000,20930000,20930000
1237,j.zacarias,Flying Penguins,11630000,12024298,12185046.66,12147031.4,12006862.17,12065934.91,12036617.5,12060684.1,12169159.1,12056836.99,12097832.3
1238,n.nassiri,Flying Penguins,13580000,14176100.93,14104660.3,14172552.4,14040409.87,14228111.23,14183721.96,14020050.58,14089028.03,14054794.99,14082896.83
1239,v.caputo,Flying Penguins,14800000,15486118.2,15343180.35,15395349.79,15708453.94,14800000,14800000,14800000,14800000,14800000,14800000
1240,o.balog,Flying Penguins,9730000,10045293.98,10094715.96,10070188.16,10090322.98,10181076.36,10087104.38,10121402.26,10327247.08,9730000,9730000
1241,j.ko,Flying Penguins,26560000,27420658.58,27555565.88,27488612.29,27543574.36,27791304.02,27534788.52,27628411.51,28190306.53,26560000,26560000
1242,h.chevalier,Flying Penguins,12510000,13089955.32,12969134.2,13013231.48,13277889.11,12510000,12510000,12510000,12510000,12510000,12510000
1243,e.thembo,Flying Penguins,25430000,26371728.01,26608917.97,26363315.97,26452955.75,26990944.84,25430000,25430000,25430000,25430000,25430000
1244,t.tushemereirwe,Flying Penguins,34540000,35807665.49,35929417.68,36660135.07,34540000,34540000,34540000,34540000,34540000,34540000,34540000
1245,b.brandt,Flying Penguins,23680000,24732734.61,24447334.16,24567612.95,24507919.39,24556921.71,24777789.12,24549088.56,24632559.66,25133526.3,23680000
1246,h.gomo,Flying Penguins,30020000,31329898.59,31037783.82,31452717.17,31354590.07,30992777.51,31145259.32,31069583.62,31131705.65,31411707.33,31121775.28
1247,a.murata,Flying Penguins,19930000,20626808.84,20668051.09,20853941.61,20661458.4,20731710.9,21153343.72,19930000,19930000,19930000,19930000
1248,q.naturinda,Flying Penguins,18420000,19044502.93,19299102.27,19238892.38,19016887.46,19110448.93,19064015,19102132.52,19273939.01,19096039.33,19160969.13
1249,g.nalwoga,Flying Penguins,19800000,20492263.68,20533236.91,20717914.89,20526687.23,20596481.47,21015364.06,19800000,19800000,19800000,19800000
1250,i.basemera,Flying Penguins,22200000,23174480.17,23057692.09,23168679.17,22952658.25,23259504.37,23186938.7,22919375.77,23032137.14,22976174.43,23022114.11
1251,o.okamoto,Horrible Bison,14300000,14852477.34,14923969.02,14784820.41,14982473.53,14935730.78,14763381.69,14836016.27,14799968.21,14829559.99,14962938.53
1252,c.nakitto,Horrible Bison,19040000,19805909.46,20208713.72,19040000,19040000,19040000,19040000,19040000,19040000,19040000,19040000
1253,d.hara,Horrible Bison,28070000,29409652.6,29317899.51,28979589.09,29122166.2,29051406.13,29109492.93,29371306.62,29100207.6,29199153.28,29792993.39
1254,h.lo,Horrible Bison,10310000,10802049.1,10768348.56,10644088.48,10696456.48,10670466.59,10691801.64,10787964.77,10688391.18,10724733.53,10942848.66
1255,i.tng,Horrible Bison,14500000,15060204.3,15132695.86,14991601.11,15192018.62,15144622.12,14969862.55,15043513,15006960.77,15036966.42,15172210.4
1256,l.adikini,Horrible Bison,18400000,18996239.38,19089699.25,19043315.74,19081391.87,19253011.82,19075305.3,19140164.6,19529429.22,18400000,18400000
1257,p.halvorsen,Horrible Bison,17470000,18162031.06,17965632.95,18285728.32,18236854.44,18144949.59,18232289.42,18062294.58,18303763.12,18246658.51,18036103.37
1258,r.orlando,Horrible Bison,4480000,4676651.85,4653083.81,4675481.2,4631887.79,4693809.89,4679166.01,4625171.33,4647926.77,4636633.4,4645904.11
1259,z.knezevi,Horrible Bison,26700000,27565195.18,27700813.59,27633507.08,27688758.86,27937794.32,27679926.71,27774043.2,28338900.01,26700000,26700000
1260,o.zen,Horrible Bison,23110000,23765642.67,24189077.36,24124425.07,24002849.74,24118386.29,23893510.46,24212934.5,24137394.29,23858863.7,23976247.27
1261,b.male,Horrible Bison,27960000,29040228.42,29180012.15,28907942.56,29294402.8,29203009.28,28866024.62,29008042.99,28937560.22,28995419.39,29256207.09
1262,o.rodrigues,Horrible Bison,32480000,33532492.12,33697469.11,33615592.13,33682804.78,33985751.3,33672060.66,33786551.43,34473688.11,32480000,32480000
1263,u.nyakaisiki,Horrible Bison,30920000,32346468.29,32144819.71,31797216.42,32363750.4,32277248.95,32114587.37,32269169.37,31968296.99,32395670.05,32294601.1
1264,g.nalukwago,Horrible Bison,26750000,27656919.29,28026655.04,27939216.67,27616815.4,27752687.77,27685255.22,27740610.47,27990112.29,27731761.78,27826054.51
1265,i.ajiko,Horrible Bison,29100000,30086592.58,30488809.78,30393689.91,30042965.54,30190774.36,30117417.83,30177636.06,30449056.74,30168010.01,30270586.41
1266,a.johannessen,Horrible Bison,14920000,15441645.16,15472519.93,15611681.32,15467584.52,15520176.95,15835819.78,14920000,14920000,14920000,14920000
1267,d.mulumba,Horrible Bison,7660000,7955942.41,7994237.95,7919701,8025576.73,8000538.31,7908217.05,7947124.8,7927815.14,7943666.4,8015112.53
1268,k.kabonesa,Horrible Bison,11740000,12288176.9,12255333.21,12193572.31,12252265.47,12138027.38,12300296.45,12261921.63,12120426.65,12180058.11,12150463.41
1269,o.szilagyi,Horrible Bison,23410000,24431476.55,24203681.52,24527252.13,24450731.3,24168584.99,24287492.36,24228479.43,24276923.03,24495272.1,24269179.19
1270,g.leone,Horrible Bison,19210000,19952174.1,20048212.92,19861286.72,20126805.36,20064013.17,19832486.87,19930061.01,19881635.62,19921387.93,20100562.88
1271,s.gutierrez,Horrible Bison,19990000,20557126.65,20923394.91,20867471.1,20762309.23,20862247.6,20667731.46,20944031.19,20878689.39,20637762.24,20739298.26
1272,a.lalam,Mad Bees,10510000,11011594.19,10977239.9,10850569.34,10903953.21,10877459.15,10899208.08,10997236.64,10895731.45,10932778.8,11155125.06
1273,c.benhamou,Mad Bees,24210000,25030804.34,25365432.47,25286296.66,24994508.44,25117479.29,25056449.68,25106548.76,25332359.57,25098540.29,25183879.62
1274,d.kalnis,Mad Bees,14700000,15244372.85,15381482.27,15239510.21,15291327.15,15602315.74,14700000,14700000,14700000,14700000,14700000
1275,o.akia,Mad Bees,18850000,19460821.32,19556566.9,19509049.01,19548056.35,19723873.52,19541820.92,19608266.45,20007051.13,18850000,18850000
1276,r.koch,Mad Bees,13680000,14158291.27,14186600.04,14314195.74,14182074.81,14230296.29,14519706.07,13680000,13680000,13680000,13680000
1277,v.chimwaza,Mad Bees,8940000,9268110.29,9299623.45,9488755.29,8940000,8940000,8940000,8940000,8940000,8940000,8940000
1278,y.okori,Mad Bees,28970000,30042821.88,30313030.02,30033238.83,30135356.98,30748237.21,28970000,28970000,28970000,28970000,28970000
1279,h.chakraborty,Mad Bees,15200000,15762888.94,15904661.94,15757860.9,15811440.32,16133006.75,15200000,15200000,15200000,15200000,15200000
1280,o.manhica,Mad Bees,35920000,37266412.89,37175864.21,37250195.44,37585227.42,37238313.39,37364930.03,38124842.27,35920000,35920000,35920000
1281,q.salehi,Mad Bees,28090000,29130233.57,29392233.8,29120941.62,29219957.81,29814221.03,28090000,28090000,28090000,28090000,28090000
1282,j.taylor,Mad Bees,37320000,38689695.32,38821246.9,39610777.1,37320000,37320000,37320000,37320000,37320000,37320000,37320000
1283,k.nkhoma,Mad Bees,17380000,18138362.34,17969243.26,18209467.83,18152657.41,17943186.98,18031465.92,17987653.67,18023619.06,18185725.29,18017869.9
1284,r.martino,Mad Bees,25950000,26922700.85,26857284.97,26910984.73,27153024.82,26902400.68,26993873.45,27542863.5,25950000,25950000,25950000
1285,l.nangiro,Mad Bees,32320000,33415761.93,33862485.64,33756840.48,33367307.43,33531471.73,33449998.08,33516879.64,33818333.8,33506188.44,33620115.21
1286,c.attias,Mad Bees,21850000,22821378.85,22558034.26,22669017.86,22613937.44,22659152.85,22862951.54,22651925.04,22728945.46,23191197.2,21850000
1287,e.hayati,Mad Bees,27070000,28361927.17,28273442.81,27947184.78,28084682.54,28016443.32,28072460.76,28324947.28,28063506.22,28158926.94,28731611.36
1288,w.ross,Mad Bees,6490000,6789410.71,6747085.38,6674124.66,6793038.17,6774881.81,6740739.72,6773185.94,6710033.88,6799737.99,6778523.97
1289,y.nakimbugwe,Mad Bees,2.2e+07,22824640.41,22769181.86,22814707.67,23019905.44,22807430.25,22884979.41,23350404.51,2.2e+07,2.2e+07,2.2e+07
1290,v.fernandez,Mad Bees,16100000,16621709.46,16703486.85,16662901.27,16696217.89,16846385.34,16690892.14,16747644.03,17088250.57,16100000,16100000
1291,o.visser,Mad Bees,8670000,9055439.57,8950945.4,8994983.29,8973127.58,8991068.89,9071935.46,8988200.92,9018762.34,9202182.14,8670000
1292,u.wahyudi,Mad Bees,15740000,16474949.27,16430915.22,16348111.42,16426802.26,16273641.48,16491198.14,16439748.43,16250043.9,16329992.73,16290314.66
1293,o.seah,Mad Kingsmen,20330000,21019258.66,21300257.83,21233804.67,20988779.7,21092042.71,21040793.97,21082863.96,21272485.34,21076138.95,21147801.43
1294,v.andersson,Mad Kingsmen,13910000,14528392.67,14360744.01,14431397.64,14396332.71,14425117.44,14554858.39,14420516.13,14469548.35,14763823.94,13910000
1295,c.pavlovi,Mad Kingsmen,10890000,11368022.03,11310732.74,11365176.41,11259209.39,11409729.85,11374133.44,11242882.98,11298197,11270745.02,11293280.3
1296,m.kayesu,Mad Kingsmen,20340000,21282948.93,21086505.97,21158203.69,21588510.35,20340000,20340000,20340000,20340000,20340000,20340000
1297,a.richard,Mad Kingsmen,26280000,27337148.14,27893119.56,26280000,26280000,26280000,26280000,26280000,26280000,26280000,26280000
1298,d.huda,Mad Kingsmen,29820000,30862591.05,30924299.22,31202435.46,30914435,31019549.37,31650411.93,29820000,29820000,29820000,29820000
1299,n.quinn,Mad Kingsmen,14770000,15414477.09,15270755.06,15474904.48,15426625.43,15248611.72,15323633.58,15286400.73,15316965.11,15454727.42,15312079.31
1300,r.morin,Mad Kingsmen,21180000,21866323.37,21973903.81,21920512.36,21964341.3,22161890.78,21957335.12,22031993.82,22480071.25,21180000,21180000
1301,y.sen,Mad Kingsmen,29360000,30721110.16,30437552.37,30541045.25,31162176.2,29360000,29360000,29360000,29360000,29360000,29360000
1302,s.costa,Mad Kingsmen,25400000,26406158.49,26120611.16,26586004.54,26514945.78,26381323.39,26508308.6,26261149.54,26612225.72,26529200.13,26223069.58
1303,j.atuhairwe,Mad Kingsmen,28960000,30342128.22,30247465.97,29898428.93,30045526.65,29972523.04,30032451.56,30302566.43,30022871.82,30124954.72,30737623.39
1304,c.neri,Mad Kingsmen,36900000,38510101.87,38151040.07,38661068.07,38540452.16,38095719.19,38283146.87,38190127.76,38266486.96,38610659.57,38254280.74
1305,f.claes,Mad Kingsmen,35470000,37026973.49,36840375.61,37017704.97,36672558.03,37162820.72,37046879.08,36619381.02,36799545.24,36710130.94,36783530.96
1306,m.knezevi,Mad Kingsmen,31640000,32537643.19,33117369.43,33028853.71,32862404.41,33020585.99,32712707.53,33150032.35,33046609.92,32665272.49,32825982.84
1307,d.ocokoru,Mad Kingsmen,19010000,19626006.01,19722564.28,19674643.06,19713981.49,19891291.02,19707693.14,19774702.67,20176872.26,19010000,19010000
1308,n.utami,Mad Kingsmen,30970000,32130868.8,32052798.29,32116886.21,32405748.7,32106641.58,32215809.66,32871001.25,30970000,30970000,30970000
1309,y.ruggiero,Mad Kingsmen,15930000,16446200.72,16527114.62,16486957.6,16519922.42,16668504.25,16514652.9,16570805.55,16907815.63,15930000,15930000
1310,y.nagudi,Mad Kingsmen,22940000,23742046.91,23789517.91,24003483.21,23781929.54,23862792.17,24348103.61,22940000,22940000,22940000,22940000
1311,t.cortez,Mad Kingsmen,20090000,20971860.66,20866172.71,20966611.02,20771121.82,21048803.73,20983135.06,20741002.67,20843046.63,20792402.89,20833976.24
1312,e.okurut,Mad Kingsmen,14840000,15320880.02,15396257.44,15358848.13,15389557.36,15527972.58,15384648.41,15436958.84,15750909.22,14840000,14840000
1313,c.nangobi,Mad Kingsmen,18300000,19036141.97,19423291.02,18300000,18300000,18300000,18300000,18300000,18300000,18300000,18300000
1314,g.yunusa,Mad Kingsmen,29190000,30284147.89,30210564.48,30270968.95,30543229.08,30261313.14,30364206.78,30981741.25,29190000,29190000,29190000
1315,f.taruvinga,Orange Giants,16720000,17261800.13,17346726.71,17304578.22,17339177.83,17495128.13,17333646.99,17392584.35,17746307.42,16720000,16720000
1316,i.beh,Orange Giants,10570000,10928360.26,11074457.71,11039907.3,10912513.6,10966202.23,10939556.92,10961430.01,11060018.2,10957933.53,10995192.38
1317,s.nansamba,Orange Giants,19860000,20503549.68,20604425.39,20554361.45,20595458.84,20780696.45,20588889.31,20658895.05,21079046.98,19860000,19860000
1318,a.hudak,Orange Giants,17740000,18404960.04,18360240.28,18396950.64,18562414.66,18391082.39,18453615.22,18828917.09,17740000,17740000,17740000
1319,a.tio,Orange Giants,11490000,11911698.8,11952200.61,12195279.44,11490000,11490000,11490000,11490000,11490000,11490000,11490000
1320,c.lunyolo,Orange Giants,13020000,13588117.24,13461423.9,13641384.99,13598826.21,13441904.17,13508037.19,13475215.81,13502158.81,13623598.58,13497851.9
1321,h.gumisiriza,Orange Giants,13020000,13475215.81,13502158.81,13623598.58,13497851.9,13543746.91,13819193.94,13020000,13020000,13020000,13020000
1322,u.businge,Orange Giants,5890000,6151849.95,6080861.41,6110778.73,6095930.96,6108119.46,6163056.5,6106171.1,6126933.12,6251540.12,5890000
1323,f.jee,Orange Giants,25500000,26391551.71,26444320.26,26682163.12,26435885.06,26525771.59,27065241.59,25500000,25500000,25500000,25500000
1324,r.nuwagaba,Orange Giants,24460000,25315190.38,25365806.8,25593949.41,25357715.63,25443936.2,25961404.28,24460000,24460000,24460000,24460000
1325,t.sommer,Orange Giants,17770000,18391289.17,18428061.61,18593805.44,18422183.43,18484822.01,18860758.55,17770000,17770000,17770000,17770000
1326,l.sakurai,Orange Giants,9820000,10183655.88,10275248.7,10180407.5,10215022.63,10422771.47,9820000,9820000,9820000,9820000,9820000
1327,m.murmu,Orange Giants,9140000,9436175.43,9482600.61,9459560.1,9478474.01,9563724.35,9475450.57,9507668.72,9701031.69,9140000,9140000
1328,a.kuloba,Orange Giants,24610000,25599970.15,26120611.59,24610000,24610000,24610000,24610000,24610000,24610000,24610000,24610000
1329,f.nakacwa,Orange Giants,15780000,16516816.99,16472671.04,16389656.81,16468547.63,16314997.62,16533107.16,16481526.69,16291340.07,16371492.08,16331713.17
1330,m.khatun,Orange Giants,16870000,17521768.72,17606108.9,17441952.47,17675127.87,17619984.5,17416660.78,17502349.26,17459822.64,17494732.66,17652082.03
1331,p.farina,Orange Giants,27010000,27885240.52,28022433.52,27954345.55,28010238.83,28262165.72,28001304.14,28096513.36,28667928.44,27010000,27010000
1332,x.sung,Orange Giants,25790000,26985607.33,26736528.46,26827437.23,27373042.37,25790000,25790000,25790000,25790000,25790000,25790000
1333,n.niwagaba,Orange Giants,31550000,32707928.38,32819140.93,33486602.83,31550000,31550000,31550000,31550000,31550000,31550000,31550000
1334,g.katumba,Plane Janes,11770000,12331728.22,12293255.34,12151398.78,12211182.62,12181512.3,12205868.61,12315649.41,12201975.18,12243463.99,12492466.41
1335,c.ibrahim,Plane Janes,13610000,14120152.54,14085843.87,14114007.79,14240950.59,14109505.71,14157480.45,14445409.33,13610000,13610000,13610000
1336,d.akia,Plane Janes,22300000,23022616.2,23135885.51,23079670.71,23125817.32,23333813.24,23118440.66,23197047.32,23668819.11,22300000,22300000
1337,d.pal,Plane Janes,15490000,16070621.82,16031573.96,16063628.27,16208106.15,16058504.3,16113105.96,16440807.54,15490000,15490000,15490000
1338,h.nakafeero,Plane Janes,16510000,17128855.14,17087236.03,17121401.08,17275392.67,17115939.7,17174136.82,17523417.2,16510000,16510000,16510000
1339,n.andama,Plane Janes,5470000,5690038.06,5805759.67,5470000,5470000,5470000,5470000,5470000,5470000,5470000,5470000
1340,z.hribar,Plane Janes,10780000,11196482.92,11250376.64,11145480,11294480.05,11259243.2,11129318.5,11184073.8,11156899.11,11179206.76,11279753.66
1341,s.wahab,Plane Janes,31090000,32321553.84,31972039.4,32541688.23,32454711.19,32291155.28,32446587.18,32144060.59,32573783.37,32472158.74,32097450.12
1342,q.hamalainen,Plane Janes,24610000,25784522.64,25704079.34,25407470.17,25532472.75,25470434.8,25521361.63,25750903.31,25513220.84,25599970.15,26120611.59
1343,j.chou,Plane Janes,36420000,37600165.12,37785154.72,37693345.61,37768711.52,38108407.09,37756664.08,37885043.19,38655533.28,36420000,36420000
1344,j.munguambe,Plane Janes,29120000,30509764.29,30414579.05,30063613.62,30211524.03,30138117.09,30198376.7,30469983.92,30188744.04,30291390.93,30907444.51
1345,s.kofi,Plane Janes,24470000,25368082.65,25454338.47,25972018.1,24470000,24470000,24470000,24470000,24470000,24470000,24470000
1346,g.leung,Plane Janes,23490000,24359885.6,24578980.85,24352115.3,24434916.66,24931863.72,23490000,23490000,23490000,23490000,23490000
1347,k.larsson,Plane Janes,21780000,22485765.96,22596394.01,22541490.05,22586560.6,22789706.38,22579355.95,22656129.62,23116900.46,21780000,21780000
1348,l.abdullah,Plane Janes,24700000,25845075.65,25606523.96,25693590.52,26216135.97,24700000,24700000,24700000,24700000,24700000,24700000
1349,r.lokiru,Plane Janes,25110000,26104670.85,25822383.71,26282463.54,26212216.08,26080119.3,26205654.69,25961317.51,26308385.35,26226307.69,25923672.32
1350,g.mlakar,Plane Janes,25370000,26554603.74,26483628.91,26350164.34,26476999.58,26230132.43,26580793.96,26497866.43,26192097.45,26320960.33,26257006.54
1351,v.salim,Polar Kangaroos,11040000,11414294.92,11566888.66,11530801.95,11397743.63,11453819.55,11425989.44,11448835.12,11551807.09,11445183.18,11484098.76
1352,v.akoli,Polar Kangaroos,17130000,17881929.97,17791813.76,17877453.79,17710767.38,17947536.48,17891543.24,17685085.9,17772095.01,17728912.97,17764361.02
