,Player,Nation,Age,sal0,sal1,sal2,sal3,sal4,sal5,sal6,sal7,sal8,sal9
1820,r.wambi,People's Land of Maneau,29,29920000,31040000,30970000,31030000,31310000,31020000,31120000,31760000,29920000,29920000
1821,r.wanyama,Imaar Vircoand,38,11490000,11490000,11490000,11490000,11490000,11490000,11490000,11490000,11490000,11490000
1822,r.yeko,Esia,18,18830000,19700000,19580000,19360000,19710000,19660000,19560000,19650000,19470000,19730000
1823,s.abdullahi,Dosqaly,27,27380000,28600000,28270000,28410000,28340000,28390000,28650000,28380000,28480000,29060000
1824,s.achen,Giumle Lizeibon,32,21350000,22340000,22130000,22210000,22660000,21350000,21350000,21350000,21350000,21350000
1825,s.agustina,Lefghau,29,6580000,6830000,6810000,6820000,6890000,6820000,6840000,6980000,6580000,6580000
1826,s.aisyah,Dosqaly,23,10830000,11250000,11300000,11200000,11350000,11310000,11180000,11240000,11210000,11230000
1827,s.akiteng,Central Diasongo,27,28920000,30210000,29860000,30000000,29930000,29990000,30260000,29980000,30080000,30700000
1828,s.anyait,People's Land of Maneau,30,18960000,19620000,19660000,19840000,19660000,19720000,20120000,18960000,18960000,18960000
1829,s.armah,Mico,24,22620000,23610000,23390000,23700000,23630000,23350000,23470000,23410000,23460000,23670000
1830,s.aslan,People's Land of Maneau,32,21840000,22850000,22640000,22720000,23180000,21840000,21840000,21840000,21840000,21840000
1831,s.avraham,Nganion,32,27800000,29090000,28820000,28920000,29510000,27800000,27800000,27800000,27800000,27800000
1832,s.baig,Nganion,22,24270000,25350000,25210000,25330000,25090000,25430000,25350000,25060000,25180000,25120000
1833,s.barman,Rarita,24,8680000,9090000,8970000,9090000,9070000,8960000,9010000,8980000,9000000,9080000
1834,s.barry,Zamlie Niabangthe,26,19640000,20580000,20510000,20280000,20380000,20330000,20370000,20550000,20360000,20430000
1835,s.binramli,Dosqaly,32,7180000,7510000,7440000,7470000,7620000,7180000,7180000,7180000,7180000,7180000
1836,s.bintiothman,Lylimi,37,14740000,14740000,14740000,14740000,14740000,14740000,14740000,14740000,14740000,14740000
1837,s.bukirwa,Dosqaly,23,17140000,17800000,17890000,17720000,17960000,17900000,17700000,17780000,17740000,17770000
1838,s.busch,Galamily,33,17250000,17880000,17940000,18310000,17250000,17250000,17250000,17250000,17250000,17250000
1839,s.candiru,Nganion,22,19920000,20790000,20690000,20790000,20600000,20870000,20810000,20570000,20670000,20620000
1840,s.chelangat,Dosqaly,22,11610000,12120000,12060000,12120000,12000000,12160000,12130000,11990000,12050000,12020000
1841,s.chemutai,Rosvi,24,16490000,17210000,17050000,17280000,17220000,17020000,17110000,17070000,17100000,17250000
1842,s.chided,Lefghau,22,14780000,15430000,15350000,15420000,15280000,15490000,15440000,15260000,15330000,15300000
1843,s.chu,Republic of Denand Landsa,28,28580000,29510000,29650000,29580000,29640000,29900000,29630000,29730000,30330000,28580000
1844,s.costa,Lefghau,19,25400000,26610000,26120000,26590000,26510000,26380000,26510000,26260000,26610000,26530000
1845,s.debnath,People's Land of Maneau,27,12330000,12880000,12730000,12790000,12760000,12790000,12900000,12780000,12830000,13090000
1846,s.feldman,Esia,23,14240000,14790000,14860000,14720000,14920000,14870000,14700000,14770000,14740000,14770000
1847,s.fontana,Nganion,24,24620000,25710000,25450000,25790000,25710000,25420000,25540000,25480000,25530000,25760000
1848,s.ghaffari,Lefghau,25,23140000,24170000,24240000,24170000,23890000,24010000,23950000,24000000,24210000,23990000
1849,s.gutierrez,Nganion,20,19990000,20910000,20920000,20870000,20760000,20860000,20670000,20940000,20880000,20640000
1850,s.gwenzi,Pierrema,26,22870000,23960000,23890000,23610000,23730000,23670000,23720000,23930000,23710000,23790000
1851,s.hashemi,Rarita,30,1230000,1280000,1280000,1290000,1280000,1280000,1310000,1230000,1230000,1230000
1852,s.ibraimo,Nganion,24,21500000,22290000,22230000,22530000,22460000,22200000,22310000,22250000,22300000,22500000
1853,s.jalali,Esia,23,15910000,16520000,16600000,16450000,16670000,16620000,16430000,16510000,16470000,16500000
1854,s.juri,Nganion,21,22500000,23340000,23490000,23370000,23480000,23260000,23570000,23500000,23230000,23340000
1855,s.kaggwa,Lefghau,33,17980000,18640000,18700000,19080000,17980000,17980000,17980000,17980000,17980000,17980000
1856,s.kasamba,Greri Landmoslands,26,27320000,28620000,28530000,28210000,28340000,28280000,28330000,28590000,28320000,28420000
1857,s.katooko,Sobianitedrucy,21,14640000,15110000,15280000,15210000,15280000,15140000,15340000,15290000,15110000,15190000
1858,s.kiconco,Nkasland Cronestan,35,17580000,18660000,17580000,17580000,17580000,17580000,17580000,17580000,17580000,17580000
1859,s.kofi,Western Niasland,33,24470000,25360000,25450000,25970000,24470000,24470000,24470000,24470000,24470000,24470000
1860,s.kor,Byasier Pujan,23,21330000,22310000,22260000,22050000,22350000,22280000,22020000,22130000,22080000,22120000
1861,s.kule,Nganion,24,19480000,20160000,20140000,20410000,20350000,20110000,20210000,20160000,20200000,20380000
1862,s.kyobutungi,Esia,18,19380000,20270000,20150000,19930000,20280000,20230000,20130000,20230000,20040000,20300000
1863,s.lamptey,Manlisgamncent,20,24140000,24820000,25270000,25200000,25070000,25190000,24960000,25290000,25210000,24920000
1864,s.layet,Nganion,21,13320000,13790000,13900000,13830000,13900000,13770000,13960000,13910000,13750000,13820000
1865,s.lokol,Republic of Denand Landsa,19,25760000,26780000,26490000,26960000,26890000,26760000,26880000,26630000,26990000,26910000
1866,s.lombardo,Dosqaly,29,26820000,27830000,27760000,27810000,28060000,27800000,27900000,28470000,26820000,26820000
1867,s.lutaaya,Dosqaly,22,24420000,25250000,25360000,25490000,25250000,25590000,25510000,25210000,25340000,25270000
1868,s.magezi,Esia,28,20800000,21470000,21580000,21530000,21570000,21760000,21560000,21640000,22080000,20800000
1869,s.marchetti,Rarita,26,1720000,1770000,1800000,1780000,1780000,1780000,1780000,1800000,1780000,1790000
1870,s.mbewe,People's Land of Maneau,25,14050000,14530000,14720000,14670000,14510000,14580000,14540000,14570000,14700000,14570000
1871,s.moradi,Sobianitedrucy,32,25690000,26880000,26630000,26720000,27270000,25690000,25690000,25690000,25690000,25690000
1872,s.moss,Coastpa Barleslands,26,36280000,38010000,37890000,37460000,37640000,37550000,37620000,37960000,37610000,37740000
1873,s.musoki,Central Diasongo,27,30900000,32270000,31900000,32060000,31980000,32040000,32330000,32030000,32140000,32800000
1874,s.mussa,Byasier Pujan,21,25490000,26710000,26610000,26470000,26600000,26350000,26710000,26620000,26320000,26450000
1875,s.nabasa,Lefghau,22,32830000,34270000,34100000,34260000,33940000,34400000,34290000,33890000,34060000,33980000
1876,s.nachum,Byasier Pujan,26,1790000,1880000,1870000,1850000,1860000,1850000,1860000,1870000,1860000,1860000
1877,s.nakabugo,Republic of Denand Landsa,22,23260000,24280000,24160000,24270000,24050000,24370000,24290000,24010000,24130000,24070000
1878,s.nakasi,Nganion,23,35720000,37040000,37280000,36930000,37420000,37310000,36880000,37060000,36970000,37040000
1879,s.nalugwa,Biarizea,33,17430000,18070000,18130000,18500000,17430000,17430000,17430000,17430000,17430000,17430000
1880,s.namanya,Central Diasongo,31,8280000,8590000,8660000,8580000,8610000,8790000,8280000,8280000,8280000,8280000
1881,s.nansamba,Imaar Vircoand,28,19860000,20600000,20600000,20550000,20600000,20780000,20590000,20660000,21080000,19860000
1882,s.nassazi,Esia,28,15390000,15890000,15970000,15930000,15960000,16100000,15950000,16010000,16330000,15390000
1883,s.nayiga,Sobianitedrucy,27,13800000,14410000,14250000,14320000,14280000,14310000,14440000,14310000,14360000,14650000
1884,s.ningsih,Sobianitedrucy,23,15660000,16270000,16340000,16190000,16410000,16360000,16170000,16250000,16210000,16240000
1885,s.nuwagira,Saintu,27,13220000,13810000,13650000,13720000,13680000,13710000,13830000,13710000,13750000,14030000
1886,s.nyathi,Nganion,31,26840000,27710000,28080000,27830000,27920000,28490000,26840000,26840000,26840000,26840000
1887,s.obonyo,Central Diasongo,23,18630000,19310000,19440000,19260000,19520000,19460000,19230000,19330000,19280000,19320000
1888,s.oduro,Republic of Denand Landsa,25,18120000,18730000,18980000,18930000,18710000,18800000,18750000,18790000,18960000,18790000
1889,s.owor,Xikong,30,27580000,28540000,28600000,28860000,28590000,28690000,29270000,27580000,27580000,27580000
1890,s.parisi,Dosqaly,32,15050000,15750000,15600000,15660000,15970000,15050000,15050000,15050000,15050000,15050000
1891,s.peretz,Djipines,22,13610000,14210000,14140000,14200000,14070000,14260000,14220000,14050000,14120000,14090000
1892,s.phillips,Nganion,20,22190000,23020000,23230000,23160000,23050000,23160000,22940000,23250000,23180000,22910000
1893,s.rahmani,Thaijagypt,28,15810000,16320000,16400000,16360000,16400000,16540000,16390000,16450000,16780000,15810000
1894,s.razaee,Rarita,24,1480000,1530000,1530000,1550000,1550000,1530000,1540000,1530000,1530000,1550000
1895,s.rizzo,Sobianitedrucy,23,1340000,1390000,1400000,1390000,1400000,1400000,1380000,1390000,1390000,1390000
1896,s.rostami,Lefghau,35,730000,750000,730000,730000,730000,730000,730000,730000,730000,730000
1897,s.sabano,Danan Seekeeling,23,4430000,4600000,4620000,4580000,4640000,4630000,4570000,4600000,4580000,4590000
1898,s.sala,Nganion,26,12050000,12590000,12590000,12440000,12500000,12470000,12500000,12610000,12490000,12530000
1899,s.sanchez,Imaar Vircoand,33,25890000,26890000,26930000,27480000,25890000,25890000,25890000,25890000,25890000,25890000
1900,s.sarpong,Southslands,33,26170000,27130000,27220000,27780000,26170000,26170000,26170000,26170000,26170000,26170000
1901,s.soon,Sobianitedrucy,23,31590000,32490000,32970000,32660000,33100000,32990000,32610000,32770000,32690000,32760000
1902,s.sorensen,Nganion,27,24890000,26000000,25700000,25820000,25760000,25810000,26040000,25800000,25890000,26420000
1903,s.szabo,Rarita,29,4910000,5080000,5080000,5090000,5140000,5090000,5110000,5210000,4910000,4910000
1904,s.tamale,Imaar Vircoand,27,26390000,27560000,27250000,27380000,27310000,27370000,27610000,27360000,27450000,28010000
1905,s.tenywa,Dosqaly,21,26800000,28050000,27980000,27840000,27970000,27710000,28080000,27990000,27670000,27800000
1906,s.umaru,Khstanchi Reabra,28,32300000,33350000,33510000,33430000,33500000,33800000,33490000,33600000,34280000,32300000
1907,s.vidal,Dosqaly,31,23300000,24160000,24380000,24160000,24240000,24730000,23300000,23300000,23300000,23300000
1908,s.wafula,People's Land of Maneau,22,8410000,8780000,8730000,8780000,8700000,8810000,8780000,8680000,8730000,8700000
1909,s.wahab,Nganion,19,31090000,32570000,31970000,32540000,32450000,32290000,32450000,32140000,32570000,32470000
1910,s.wimmer,Nganion,26,28250000,29550000,29510000,29170000,29310000,29240000,29300000,29560000,29290000,29390000
1911,t.achan,Southslands,28,23300000,24060000,24170000,24110000,24160000,24380000,24160000,24240000,24730000,23300000
1912,t.acom,People's Land of Maneau,28,33590000,34680000,34850000,34760000,34830000,35150000,34820000,34940000,35650000,33590000
1913,t.akankwasa,Sobianitedrucy,26,31700000,32890000,33110000,32730000,32890000,32810000,32870000,33170000,32860000,32980000
1914,t.amer,Nganion,27,27350000,28660000,28240000,28380000,28310000,28360000,28620000,28350000,28450000,29030000
1915,t.amutuhaire,Dosqaly,22,10890000,11370000,11310000,11370000,11260000,11410000,11370000,11240000,11300000,11270000
1916,t.ansari,Rarita,31,5350000,5550000,5600000,5550000,5570000,5680000,5350000,5350000,5350000,5350000
1917,t.audu,Rarita,27,1360000,1410000,1400000,1410000,1410000,1410000,1420000,1410000,1410000,1440000
1918,t.awuah,People's Land of Maneau,26,17100000,17920000,17860000,17650000,17740000,17700000,17730000,17890000,17730000,17790000
1919,t.ayoo,Esia,22,26870000,28050000,27910000,28040000,27780000,28150000,28060000,27740000,27880000,27810000
1920,t.barigye,People's Land of Maneau,23,15110000,15690000,15770000,15620000,15830000,15780000,15600000,15680000,15640000,15670000
1921,t.bhebhe,Sobianitedrucy,35,16770000,17440000,16770000,16770000,16770000,16770000,16770000,16770000,16770000,16770000
1922,t.binmohamed,People's Land of Maneau,22,15990000,16690000,16610000,16690000,16530000,16750000,16700000,16510000,16590000,16550000
1923,t.bintiosman,Esia,22,24390000,25460000,25330000,25450000,25220000,25550000,25470000,25180000,25300000,25240000
1924,t.bonabana,Dosqaly,26,9890000,10360000,10330000,10210000,10260000,10240000,10260000,10350000,10250000,10290000
1925,t.bukar,Southern Ristan,28,11540000,11910000,11970000,11940000,11970000,12070000,11960000,12000000,12250000,11540000
1926,t.chandiru,Nganion,20,27450000,28650000,28730000,28650000,28510000,28650000,28380000,28760000,28670000,28340000
1927,t.chebet,People's Land of Maneau,23,9420000,9780000,9830000,9740000,9870000,9840000,9730000,9770000,9750000,9770000
1928,t.cortez,Janmico,22,20090000,20740000,20870000,20970000,20770000,21050000,20980000,20740000,20840000,20790000
1929,t.dietrich,Dosqaly,27,17250000,18020000,17810000,17900000,17850000,17890000,18050000,17880000,17940000,18310000
1930,t.faure,Nganion,27,12910000,13390000,13330000,13390000,13360000,13390000,13510000,13380000,13430000,13700000
1931,t.ferrari,Tercapetralgrorus,22,6910000,7140000,7180000,7210000,7140000,7240000,7220000,7130000,7170000,7150000
1932,t.fontaine,Sobianitedrucy,28,14940000,15420000,15500000,15460000,15490000,15630000,15490000,15540000,15860000,14940000
1933,t.haim,Nganion,30,17930000,18760000,18590000,18760000,18590000,18650000,19030000,17930000,17930000,17930000
1934,t.hashim,Nganion,34,30440000,31780000,32310000,30440000,30440000,30440000,30440000,30440000,30440000,30440000
1935,t.hermawan,Esia,24,22820000,23820000,23590000,23910000,23830000,23560000,23680000,23620000,23670000,23880000
1936,t.hoe,Xikong,24,31080000,32440000,32130000,32560000,32460000,32090000,32240000,32170000,32230000,32520000
1937,t.jabarin,Dosqaly,18,12080000,12640000,12560000,12420000,12640000,12610000,12550000,12610000,12490000,12660000
1938,t.jiu,Nganion,33,22920000,23700000,23840000,24330000,22920000,22920000,22920000,22920000,22920000,22920000
1939,t.kabonesa,Nganion,22,25230000,26160000,26200000,26330000,26090000,26430000,26350000,26050000,26180000,26110000
1940,t.kafuko,Southslands,31,21060000,21840000,22040000,21830000,21910000,22350000,21060000,21060000,21060000,21060000
1941,t.kamugisha,Lefghau,26,1580000,1640000,1650000,1630000,1640000,1640000,1640000,1650000,1640000,1640000
1942,t.karmakar,Dosqaly,29,32620000,33840000,33760000,33830000,34130000,33820000,33930000,34620000,32620000,32620000
1943,t.khaukha,Central Namemo Laand,23,22280000,23140000,23250000,23040000,23340000,23270000,23000000,23120000,23060000,23110000
1944,t.kowalski,Manlisgamncent,20,23900000,24580000,25020000,24950000,24820000,24940000,24710000,25040000,24960000,24670000
1945,t.kuok,Dosqaly,22,28260000,29500000,29350000,29490000,29220000,29610000,29520000,29180000,29320000,29250000
1946,t.lam,Nancipenuaroe,24,8420000,8690000,8710000,8820000,8790000,8690000,8740000,8710000,8730000,8810000
1947,t.larsson,Rarita,20,1140000,1190000,1190000,1190000,1180000,1190000,1180000,1190000,1190000,1180000
1948,t.lawino,Nganion,29,19270000,19890000,19940000,19980000,20160000,19980000,20050000,20450000,19270000,19270000
1949,t.lwanga,Reugha,24,31190000,32550000,32250000,32680000,32580000,32200000,32360000,32280000,32350000,32640000
1950,t.makaza,Central Namemo Laand,29,21920000,22740000,22690000,22730000,22940000,22720000,22800000,23270000,21920000,21920000
1951,t.marques,Dosqaly,19,29270000,30430000,30100000,30640000,30550000,30400000,30550000,30260000,30670000,30570000
1952,t.mendes,Lylimi,19,20600000,21320000,21180000,21560000,21500000,21400000,21500000,21300000,21580000,21520000
1953,t.mguni,Esia,24,24270000,25330000,25090000,25430000,25350000,25060000,25180000,25120000,25170000,25400000
1954,t.mlalazi,Byasier Pujan,22,21360000,22300000,22190000,22290000,22080000,22380000,22310000,22050000,22160000,22110000
1955,t.monteiro,Rarita,20,4120000,4270000,4310000,4300000,4280000,4300000,4260000,4320000,4300000,4250000
1956,t.moretti,Sobianitedrucy,21,18510000,19040000,19320000,19230000,19320000,19140000,19390000,19330000,19110000,19200000
1957,t.mugoya,Dosqaly,21,20330000,21280000,21220000,21120000,21220000,21020000,21300000,21230000,20990000,21090000
1958,t.muhumuza,Reugha,19,29660000,30830000,30500000,31040000,30960000,30810000,30950000,30670000,31080000,30980000
1959,t.mukwaya,Greri Landmoslands,19,4310000,4480000,4430000,4510000,4500000,4480000,4500000,4460000,4520000,4500000
1960,t.nagujja,Nancipenuaroe,25,21540000,22270000,22570000,22500000,22240000,22350000,22290000,22340000,22540000,22330000
1961,t.nakku,Byasier Pujan,19,13080000,13600000,13450000,13690000,13650000,13590000,13650000,13520000,13700000,13660000
1962,t.nkhoma,Southslands,29,26430000,27420000,27350000,27410000,27660000,27400000,27490000,28050000,26430000,26430000
1963,t.nouri,People's Land of Maneau,22,19540000,20400000,20290000,20390000,20200000,20470000,20410000,20170000,20270000,20220000
1964,t.nouri,Rarita,22,19540000,20400000,20290000,20390000,20200000,20470000,20410000,20170000,20270000,20220000
1965,t.nyanzi,Dosqaly,30,17690000,18310000,18350000,18510000,18340000,18400000,18780000,17690000,17690000,17690000
1966,t.obong,Esia,30,11230000,11620000,11650000,11750000,11640000,11680000,11920000,11230000,11230000,11230000
1967,t.okello,Dosqaly,22,22390000,23370000,23260000,23370000,23150000,23460000,23390000,23120000,23230000,23170000
1968,t.okoro,Rarita,26,26580000,27850000,27760000,27440000,27580000,27510000,27560000,27810000,27560000,27650000
1969,t.okoro,Sobianitedrucy,26,26580000,27850000,27760000,27440000,27580000,27510000,27560000,27810000,27560000,27650000
1970,t.ong,Nganion,25,28350000,29590000,29700000,29610000,29270000,29410000,29340000,29400000,29660000,29390000
1971,t.orishaba,Dosqaly,26,33130000,34710000,34600000,34200000,34370000,34290000,34360000,34670000,34350000,34460000
1972,t.owiny,Pierrema,25,22680000,23450000,23760000,23690000,23410000,23530000,23470000,23520000,23730000,23510000
1973,t.parn,Dosqaly,20,10300000,10590000,10780000,10750000,10700000,10750000,10650000,10790000,10760000,10630000
1974,t.ramos,Esia,21,30620000,32050000,31960000,31800000,31960000,31660000,32080000,31980000,31610000,31770000
1975,t.ray,Janmico,24,19000000,19640000,19640000,19910000,19840000,19620000,19710000,19660000,19700000,19880000
1976,t.robert,Janmico,24,14790000,15310000,15290000,15500000,15450000,15270000,15340000,15310000,15340000,15480000
1977,t.sarkar,Unicorporated Tiagascar,35,20400000,21650000,20400000,20400000,20400000,20400000,20400000,20400000,20400000,20400000
1978,t.sinaga,Rarita,24,23150000,24250000,23930000,24250000,24180000,23900000,24020000,23960000,24010000,24220000
1979,t.sommer,Nganion,30,17770000,18350000,18430000,18590000,18420000,18480000,18860000,17770000,17770000,17770000
1980,t.tal,Rarita,34,6220000,6510000,6600000,6220000,6220000,6220000,6220000,6220000,6220000,6220000
1981,t.teo,Slandsganiamayotteque,32,11170000,11690000,11580000,11620000,11860000,11170000,11170000,11170000,11170000,11170000
1982,t.toth,Dosqaly,21,19890000,20820000,20760000,20660000,20760000,20560000,20840000,20770000,20530000,20640000
1983,t.tushemereirwe,Nganion,33,34540000,36150000,35930000,36660000,34540000,34540000,34540000,34540000,34540000,34540000
1984,t.vidmar,Nganion,19,20050000,20990000,20620000,20990000,20930000,20820000,20920000,20730000,21010000,20940000
1985,t.wanyenze,People's Land of Maneau,22,5790000,6070000,6010000,6040000,5990000,6070000,6050000,5980000,6010000,5990000
1986,t.winkler,Quewenia,19,30510000,31720000,31380000,31930000,31850000,31690000,31840000,31540000,31970000,31870000
1987,t.yldz,Dosqaly,23,15590000,16190000,16270000,16120000,16330000,16280000,16100000,16170000,16140000,16170000
1988,t.zoabi,People's Land of Maneau,19,17930000,18640000,18440000,18770000,18720000,18620000,18710000,18540000,18790000,18730000
1989,u.ahebwa,Nganion,24,17870000,18650000,18480000,18720000,18660000,18450000,18540000,18490000,18530000,18700000
1990,u.alizadeh,Lylimi,22,29750000,31060000,30900000,31050000,30760000,31170000,31070000,30710000,30870000,30790000
1991,u.alshehri,People's Land of Maneau,17,33630000,34860000,35180000,34960000,34580000,35200000,35110000,34930000,35100000,34770000
1992,u.angella,People's Land of Maneau,22,6170000,6350000,6410000,6440000,6380000,6460000,6440000,6370000,6400000,6390000
1993,u.anyango,Sobianitedrucy,20,25940000,27140000,27150000,27080000,26940000,27070000,26820000,27180000,27090000,26780000
1994,u.arthur,Lefghau,31,15250000,15810000,15960000,15810000,15860000,16190000,15250000,15250000,15250000,15250000
1995,u.arthur,Rarita,31,15250000,15810000,15960000,15810000,15860000,16190000,15250000,15250000,15250000,15250000
1996,u.atugonza,Republic of Denand Landsa,21,30250000,31660000,31580000,31420000,31570000,31280000,31690000,31590000,31230000,31380000
1997,u.azizi,Esia,23,14100000,14640000,14720000,14580000,14770000,14730000,14560000,14630000,14590000,14620000
1998,u.ban,People's Land of Maneau,20,31340000,32230000,32800000,32720000,32550000,32710000,32400000,32840000,32730000,32360000
1999,u.binabdullah,Nganion,23,18980000,19690000,19810000,19620000,19890000,19820000,19600000,19690000,19640000,19680000
2000,u.binsalleh,Unicorporated Tiagascar,30,24250000,25100000,25150000,25370000,25140000,25230000,25740000,24250000,24250000,24250000
2001,u.businge,Nganion,27,5890000,6170000,6080000,6110000,6100000,6110000,6160000,6110000,6130000,6250000
2002,u.chavez,Sobianitedrucy,28,24090000,25210000,24990000,24930000,24980000,25210000,24970000,25060000,25570000,24090000
2003,u.chen,Dosqaly,35,27720000,29420000,27720000,27720000,27720000,27720000,27720000,27720000,27720000,27720000
2004,u.chio,Lefghau,31,24940000,25860000,26100000,25860000,25940000,26470000,24940000,24940000,24940000,24940000
2005,u.colin,Esia,23,26440000,27460000,27590000,27340000,27700000,27620000,27300000,27430000,27360000,27420000
2006,u.den,Greri Landmoslands,25,16820000,17390000,17620000,17570000,17370000,17450000,17410000,17440000,17600000,17440000
2007,u.dewi,Reugha,23,31940000,33170000,33330000,33020000,33460000,33360000,32970000,33140000,33060000,33120000
2008,u.duval,Byasier Pujan,31,25150000,26080000,26320000,26070000,26160000,26690000,25150000,25150000,25150000,25150000
2009,u.francisco,Dosqaly,27,19670000,20540000,20310000,20410000,20360000,20400000,20580000,20390000,20460000,20880000
2010,u.gan,Esia,19,2320000,2410000,2390000,2430000,2420000,2410000,2420000,2400000,2430000,2420000
2011,u.gomani,People's Land of Maneau,20,2990000,3120000,3130000,3120000,3110000,3120000,3090000,3130000,3120000,3090000
2012,u.guerin,Tabhu Striary,17,4470000,4630000,4680000,4650000,4600000,4680000,4670000,4640000,4670000,4620000
2013,u.guillot,Sobianitedrucy,24,34160000,35740000,35320000,35790000,35680000,35270000,35440000,35350000,35430000,35740000
2014,u.he,Galamily,30,12020000,12440000,12470000,12580000,12460000,12500000,12760000,12020000,12020000,12020000
2015,u.heilig,Dosqaly,31,12230000,12680000,12800000,12680000,12720000,12980000,12230000,12230000,12230000,12230000
2016,u.iskandar,Dosqaly,24,26800000,27970000,27710000,28080000,27990000,27670000,27800000,27740000,27790000,28040000
2017,u.jansons,Nganion,26,24900000,25770000,26010000,25710000,25830000,25770000,25820000,26050000,25810000,25900000
2018,u.kaahwa,People's Land of Maneau,17,7230000,7490000,7560000,7520000,7440000,7570000,7550000,7510000,7550000,7480000
2019,u.kajumba,Esia,19,1770000,1840000,1820000,1850000,1850000,1840000,1850000,1830000,1850000,1850000
2020,u.kasande,Esia,20,23230000,23890000,24310000,24250000,24130000,24240000,24020000,24340000,24260000,23980000
2021,u.katushabe,Ili Siaco,29,27750000,28790000,28720000,28780000,29040000,28770000,28870000,29450000,27750000,27750000
2022,u.kazembe,Ledian,22,23760000,24630000,24680000,24800000,24570000,24890000,24820000,24530000,24650000,24590000
2023,u.kizito,Nganion,30,12320000,12720000,12780000,12890000,12770000,12820000,13080000,12320000,12320000,12320000
2024,u.krause,Dosqaly,33,9570000,9990000,9950000,10160000,9570000,9570000,9570000,9570000,9570000,9570000
2025,u.kristiansen,Dosqaly,19,24180000,25140000,24870000,25310000,25240000,25110000,25240000,25000000,25330000,25250000
2026,u.kumakech,Esia,19,2950000,3070000,3030000,3090000,3080000,3060000,3080000,3050000,3090000,3080000
2027,u.kyoshabire,Central Democracy of Boekrainego,19,21070000,21900000,21670000,22050000,21990000,21880000,21990000,21780000,22080000,22010000
2028,u.lomongin,Northern Namemo Laand,32,20560000,21330000,21310000,21390000,21820000,20560000,20560000,20560000,20560000,20560000
2029,u.madondo,Dosqaly,23,31000000,32200000,32350000,32050000,32480000,32380000,32000000,32160000,32080000,32150000
2030,u.mansour,Lefghau,23,5830000,6030000,6080000,6030000,6110000,6090000,6020000,6050000,6030000,6050000
2031,u.mayer,Rosvi,22,10790000,11270000,11210000,11260000,11160000,11300000,11270000,11140000,11190000,11170000
2032,u.molla,Central Diasongo,33,21250000,22030000,22100000,22550000,21250000,21250000,21250000,21250000,21250000,21250000
2033,u.morales,Sobianitedrucy,19,16430000,17160000,16900000,17200000,17150000,17060000,17150000,16990000,17210000,17160000
2034,u.mousavi,Dosqaly,21,14190000,14850000,14810000,14740000,14810000,14670000,14870000,14820000,14650000,14720000
2035,u.muller,Dosqaly,23,24960000,25920000,26050000,25810000,26150000,26070000,25770000,25900000,25830000,25880000
2036,u.musekiwa,Southern Ristan,22,21360000,22300000,22190000,22290000,22080000,22380000,22310000,22050000,22160000,22110000
2037,u.mustapha,Dosqaly,19,24470000,25440000,25160000,25610000,25540000,25420000,25540000,25300000,25640000,25560000
2038,u.mvula,Nkasland Cronestan,29,11410000,11730000,11810000,11830000,11940000,11830000,11870000,12110000,11410000,11410000
2039,u.nakazibwe,Lefghau,27,29470000,30780000,30420000,30570000,30500000,30560000,30840000,30550000,30660000,31280000
2040,u.nalumansi,Czechnor,31,26610000,27600000,27840000,27590000,27680000,28240000,26610000,26610000,26610000,26610000
2041,u.ndagire,Mico,27,14710000,15360000,15190000,15260000,15220000,15250000,15390000,15250000,15300000,15610000
2042,u.nhantumbo,Dosqaly,27,37860000,39540000,39090000,39280000,39180000,39260000,39620000,39250000,39380000,40180000
2043,u.nyakaisiki,Nganion,18,30920000,32400000,32140000,31800000,32360000,32280000,32110000,32270000,31970000,32400000
2044,u.nyeko,Rarita,29,2370000,2370000,2450000,2460000,2480000,2460000,2470000,2520000,2370000,2370000
2045,u.ocan,Rosvi,23,25710000,26700000,26830000,26580000,26940000,26850000,26540000,26670000,26610000,26660000
2046,u.oliveira,Nganion,40,21000000,21710000,21000000,21000000,21000000,21000000,21000000,21000000,21000000,21000000
2047,u.ortiz,People's Land of Maneau,19,15200000,15800000,15630000,15910000,15870000,15790000,15860000,15720000,15930000,15880000
2048,u.oyella,Dosqaly,33,27780000,28800000,28900000,29490000,27780000,27780000,27780000,27780000,27780000,27780000
2049,u.peri,Nganion,21,17680000,18460000,18460000,18360000,18450000,18280000,18520000,18470000,18250000,18340000
2050,u.quaye,Southslands,29,210000,220000,220000,220000,220000,220000,220000,220000,210000,210000
2051,u.rees,Dosqaly,32,26660000,27900000,27640000,27730000,28300000,26660000,26660000,26660000,26660000,26660000
2052,u.rodrigues,People's Land of Maneau,17,34980000,36260000,36590000,36370000,35970000,36610000,36520000,36330000,36510000,36170000
2053,u.rohman,Dosqaly,18,18720000,19550000,19460000,19250000,19590000,19540000,19440000,19540000,19350000,19610000
2054,u.roussel,Slandsganiamayotteque,19,18990000,19610000,19530000,19880000,19820000,19720000,19820000,19630000,19900000,19830000
2055,u.sani,Byasier Pujan,23,28180000,29270000,29410000,29140000,29520000,29430000,29090000,29240000,29170000,29220000
2056,u.selima,Esia,27,14650000,15300000,15120000,15200000,15160000,15190000,15330000,15190000,15240000,15550000
2057,u.shoko,Rarita,24,7560000,7850000,7820000,7920000,7900000,7800000,7840000,7820000,7840000,7910000
